Date,Year,Reef,ReefName,Site_name,Site_No,Lat,Long,Project,Collection organisation,Collection vessel,Reef_rep,Site_rep,PCR1_binary,PCR2_binary,LOD_sample_positive,PCR1_conc,PCR2_conc,Conc_mean
6/05/2019,2019,Bait Reef,Bait Reef (19-137),Bait1,1,-19.79426667,149.07665,AIMS Appropriation,AIMS,RV Cape Ferguson,1,1,1,0,1,71.86991125,0,35.93495563
6/05/2019,2019,Bait Reef,Bait Reef (19-137),Bait1,1,-19.79378333,149.0748833,AIMS Appropriation,AIMS,RV Cape Ferguson,2,2,0,1,1,0,74.69391525,37.34695762
6/05/2019,2019,Bait Reef,Bait Reef (19-137),Bait1,1,-19.79255,149.0717,AIMS Appropriation,AIMS,RV Cape Ferguson,3,3,0,0,0,0,0,0
6/05/2019,2019,Bait Reef,Bait Reef (19-137),Bait1,1,-19.79363333,149.0684667,AIMS Appropriation,AIMS,RV Cape Ferguson,4,4,0,0,0,0,0,0
6/05/2019,2019,Bait Reef,Bait Reef (19-137),Bait1,1,-19.79718333,149.0664,AIMS Appropriation,AIMS,RV Cape Ferguson,5,5,0,0,0,0,0,0
6/05/2019,2019,Bait Reef,Bait Reef (19-137),Bait1,1,-19.80063333,149.0644,AIMS Appropriation,AIMS,RV Cape Ferguson,6,6,0,0,0,0,0,0
6/05/2019,2019,Bait Reef,Bait Reef (19-137),Bait1,1,-19.80321667,149.0638667,AIMS Appropriation,AIMS,RV Cape Ferguson,7,7,0,0,0,0,0,0
6/05/2019,2019,Bait Reef,Bait Reef (19-137),Bait1,1,-19.80683333,149.0652667,AIMS Appropriation,AIMS,RV Cape Ferguson,8,8,0,0,0,0,0,0
6/05/2019,2019,Bait Reef,Bait Reef (19-137),Bait1,1,-19.80683333,149.0652667,AIMS Appropriation,AIMS,RV Cape Ferguson,9,9,0,0,0,0,0,0
7/05/2019,2019,Elizabeth Reef,Elizabeth Reef (19-082),ER1,1,-19.3294,149.05355,AIMS Appropriation,AIMS,RV Cape Ferguson,1,1,0,0,0,0,0,0
7/05/2019,2019,Elizabeth Reef,Elizabeth Reef (19-082),ER1,1,-19.3294,149.05355,AIMS Appropriation,AIMS,RV Cape Ferguson,2,2,0,0,0,0,0,0
7/05/2019,2019,Elizabeth Reef,Elizabeth Reef (19-082),ER1,1,-19.3294,149.05355,AIMS Appropriation,AIMS,RV Cape Ferguson,3,3,0,0,0,0,0,0
7/05/2019,2019,Elizabeth Reef,Elizabeth Reef (19-082),ER1,1,-19.3294,149.05355,AIMS Appropriation,AIMS,RV Cape Ferguson,4,4,0,0,0,0,0,0
7/05/2019,2019,Elizabeth Reef,Elizabeth Reef (19-082),ER1,1,-19.3294,149.05355,AIMS Appropriation,AIMS,RV Cape Ferguson,5,5,0,0,0,0,0,0
7/05/2019,2019,Elizabeth Reef,Elizabeth Reef (19-082),ER1,1,-19.3294,149.05355,AIMS Appropriation,AIMS,RV Cape Ferguson,6,6,0,0,0,0,0,0
7/05/2019,2019,Elizabeth Reef,Elizabeth Reef (19-082),ER1,1,-19.3294,149.05355,AIMS Appropriation,AIMS,RV Cape Ferguson,7,7,0,1,1,0,62.30389327,31.15194663
7/05/2019,2019,Elizabeth Reef,Elizabeth Reef (19-082),ER1,1,-19.3294,149.05355,AIMS Appropriation,AIMS,RV Cape Ferguson,8,8,0,0,0,0,0,0
7/05/2019,2019,Elizabeth Reef,Elizabeth Reef (19-082),ER1,1,-19.3294,149.05355,AIMS Appropriation,AIMS,RV Cape Ferguson,9,9,0,0,0,0,0,0
7/05/2019,2019,Elizabeth Reef,Elizabeth Reef (19-082),ER1,1,-19.3294,149.05355,AIMS Appropriation,AIMS,RV Cape Ferguson,10,10,0,0,0,0,0,0
7/05/2019,2019,Elizabeth Reef,Elizabeth Reef (19-082),ER2,2,-19.33433333,149.05045,AIMS Appropriation,AIMS,RV Cape Ferguson,11,1,0,0,0,0,0,0
7/05/2019,2019,Elizabeth Reef,Elizabeth Reef (19-082),ER2,2,-19.33433333,149.05045,AIMS Appropriation,AIMS,RV Cape Ferguson,12,2,0,0,0,0,0,0
7/05/2019,2019,Elizabeth Reef,Elizabeth Reef (19-082),ER2,2,-19.33433333,149.05045,AIMS Appropriation,AIMS,RV Cape Ferguson,13,3,0,0,0,0,0,0
7/05/2019,2019,Elizabeth Reef,Elizabeth Reef (19-082),ER2,2,-19.33433333,149.05045,AIMS Appropriation,AIMS,RV Cape Ferguson,14,4,0,0,0,0,0,0
7/05/2019,2019,Elizabeth Reef,Elizabeth Reef (19-082),ER2,2,-19.33433333,149.05045,AIMS Appropriation,AIMS,RV Cape Ferguson,15,5,0,0,0,0,0,0
7/05/2019,2019,Elizabeth Reef,Elizabeth Reef (19-082),ER2,2,-19.33433333,149.05045,AIMS Appropriation,AIMS,RV Cape Ferguson,16,6,0,0,0,0,0,0
7/05/2019,2019,Elizabeth Reef,Elizabeth Reef (19-082),ER2,2,-19.33433333,149.05045,AIMS Appropriation,AIMS,RV Cape Ferguson,17,7,0,0,0,0,0,0
7/05/2019,2019,Elizabeth Reef,Elizabeth Reef (19-082),ER2,2,-19.33433333,149.05045,AIMS Appropriation,AIMS,RV Cape Ferguson,18,8,0,0,0,0,0,0
8/05/2019,2019,Bowden Reef,Bowden Reef (19-019),BREDNA1,1,-19.0381,147.9262833,AIMS Appropriation,AIMS,RV Cape Ferguson,1,1,1,1,1,232.9900861,144.3522111,188.6711486
8/05/2019,2019,Bowden Reef,Bowden Reef (19-019),BREDNA1,1,-19.0381,147.9262833,AIMS Appropriation,AIMS,RV Cape Ferguson,2,2,1,1,1,738.4737253,296.0708946,517.27231
8/05/2019,2019,Bowden Reef,Bowden Reef (19-019),BREDNA1,1,-19.0381,147.9262833,AIMS Appropriation,AIMS,RV Cape Ferguson,3,3,1,1,1,444.0442622,343.0276841,393.5359731
8/05/2019,2019,Bowden Reef,Bowden Reef (19-019),BREDNA1,1,-19.0381,147.9262833,AIMS Appropriation,AIMS,RV Cape Ferguson,4,4,1,1,1,691.4868414,1085.416281,888.4515613
8/05/2019,2019,Bowden Reef,Bowden Reef (19-019),BREDNA1,1,-19.0381,147.9262833,AIMS Appropriation,AIMS,RV Cape Ferguson,5,5,1,1,1,639,405,522
8/05/2019,2019,Bowden Reef,Bowden Reef (19-019),BREDNA1,1,-19.0381,147.9262833,AIMS Appropriation,AIMS,RV Cape Ferguson,6,6,1,1,1,144,423,283.5
8/05/2019,2019,Bowden Reef,Bowden Reef (19-019),BREDNA1,1,-19.0381,147.9262833,AIMS Appropriation,AIMS,RV Cape Ferguson,7,7,1,1,1,414,675,544.5
8/05/2019,2019,Bowden Reef,Bowden Reef (19-019),BREDNA1,1,-19.0381,147.9262833,AIMS Appropriation,AIMS,RV Cape Ferguson,8,8,1,1,1,396,468,432
8/05/2019,2019,Bowden Reef,Bowden Reef (19-019),BREDNA1,1,-19.0381,147.9262833,AIMS Appropriation,AIMS,RV Cape Ferguson,9,9,1,1,1,639,270,454.5
8/05/2019,2019,Bowden Reef,Bowden Reef (19-019),BREDNA1,1,-19.0381,147.9262833,AIMS Appropriation,AIMS,RV Cape Ferguson,10,10,1,1,1,378,513,445.5
8/05/2019,2019,Bowden Reef,Bowden Reef (19-019),BREDNA2,2,-19.0308,147.93625,AIMS Appropriation,AIMS,RV Cape Ferguson,31,1,0,0,0,0,0,0
8/05/2019,2019,Bowden Reef,Bowden Reef (19-019),BREDNA2,2,-19.0308,147.93625,AIMS Appropriation,AIMS,RV Cape Ferguson,32,2,0,0,0,0,0,0
8/05/2019,2019,Bowden Reef,Bowden Reef (19-019),BREDNA2,2,-19.0308,147.93625,AIMS Appropriation,AIMS,RV Cape Ferguson,33,3,0,1,1,0,63,31.5
8/05/2019,2019,Bowden Reef,Bowden Reef (19-019),BREDNA2,2,-19.0308,147.93625,AIMS Appropriation,AIMS,RV Cape Ferguson,34,4,0,1,1,0,72,36
8/05/2019,2019,Bowden Reef,Bowden Reef (19-019),BREDNA2,2,-19.0308,147.93625,AIMS Appropriation,AIMS,RV Cape Ferguson,35,5,0,1,1,0,72,36
8/05/2019,2019,Bowden Reef,Bowden Reef (19-019),BREDNA2,2,-19.0308,147.93625,AIMS Appropriation,AIMS,RV Cape Ferguson,36,6,1,1,1,666,522,594
8/05/2019,2019,Bowden Reef,Bowden Reef (19-019),BREDNA2,2,-19.0308,147.93625,AIMS Appropriation,AIMS,RV Cape Ferguson,37,7,0,0,0,0,0,0
8/05/2019,2019,Bowden Reef,Bowden Reef (19-019),BREDNA2,2,-19.0308,147.93625,AIMS Appropriation,AIMS,RV Cape Ferguson,38,8,1,1,1,126,126,126
8/05/2019,2019,Bowden Reef,Bowden Reef (19-019),BREDNA2,2,-19.0308,147.93625,AIMS Appropriation,AIMS,RV Cape Ferguson,39,9,0,0,0,0,0,0
8/05/2019,2019,Bowden Reef,Bowden Reef (19-019),BREDNA2,2,-19.0308,147.93625,AIMS Appropriation,AIMS,RV Cape Ferguson,40,10,1,1,1,1224,1287,1255.5
9/05/2019,2019,Bowden Reef,Bowden Reef (19-019),BREDNA1,1,-19.0381,147.9262833,AIMS Appropriation,AIMS,RV Cape Ferguson,11,11,1,1,1,252,360,306
9/05/2019,2019,Bowden Reef,Bowden Reef (19-019),BREDNA1,1,-19.0381,147.9262833,AIMS Appropriation,AIMS,RV Cape Ferguson,12,12,1,1,1,450,324,387
9/05/2019,2019,Bowden Reef,Bowden Reef (19-019),BREDNA1,1,-19.0381,147.9262833,AIMS Appropriation,AIMS,RV Cape Ferguson,13,13,1,1,1,351,198,274.5
9/05/2019,2019,Bowden Reef,Bowden Reef (19-019),BREDNA1,1,-19.0381,147.9262833,AIMS Appropriation,AIMS,RV Cape Ferguson,14,14,1,1,1,243,315,279
9/05/2019,2019,Bowden Reef,Bowden Reef (19-019),BREDNA1,1,-19.0381,147.9262833,AIMS Appropriation,AIMS,RV Cape Ferguson,15,15,1,1,1,234,63,148.5
9/05/2019,2019,Bowden Reef,Bowden Reef (19-019),BREDNA1,1,-19.0381,147.9262833,AIMS Appropriation,AIMS,RV Cape Ferguson,16,16,1,1,1,225,486,355.5
9/05/2019,2019,Bowden Reef,Bowden Reef (19-019),BREDNA1,1,-19.0381,147.9262833,AIMS Appropriation,AIMS,RV Cape Ferguson,17,17,0,1,1,0,207,103.5
9/05/2019,2019,Bowden Reef,Bowden Reef (19-019),BREDNA1,1,-19.0381,147.9262833,AIMS Appropriation,AIMS,RV Cape Ferguson,18,18,1,1,1,486,198,342
9/05/2019,2019,Bowden Reef,Bowden Reef (19-019),BREDNA1,1,-19.0381,147.9262833,AIMS Appropriation,AIMS,RV Cape Ferguson,19,19,1,1,1,72,144,108
9/05/2019,2019,Bowden Reef,Bowden Reef (19-019),BREDNA1,1,-19.0381,147.9262833,AIMS Appropriation,AIMS,RV Cape Ferguson,20,20,1,1,1,144,72,108
9/05/2019,2019,Bowden Reef,Bowden Reef (19-019),BREDNA2,2,-19.0308,147.93625,AIMS Appropriation,AIMS,RV Cape Ferguson,41,11,0,1,1,0,63,31.5
9/05/2019,2019,Bowden Reef,Bowden Reef (19-019),BREDNA2,2,-19.0308,147.93625,AIMS Appropriation,AIMS,RV Cape Ferguson,42,12,0,0,0,0,0,0
9/05/2019,2019,Bowden Reef,Bowden Reef (19-019),BREDNA2,2,-19.0308,147.93625,AIMS Appropriation,AIMS,RV Cape Ferguson,43,13,1,1,1,135,63,99
9/05/2019,2019,Bowden Reef,Bowden Reef (19-019),BREDNA2,2,-19.0308,147.93625,AIMS Appropriation,AIMS,RV Cape Ferguson,44,14,1,1,1,144,81,112.5
9/05/2019,2019,Bowden Reef,Bowden Reef (19-019),BREDNA2,2,-19.0308,147.93625,AIMS Appropriation,AIMS,RV Cape Ferguson,45,15,0,0,0,0,0,0
9/05/2019,2019,Bowden Reef,Bowden Reef (19-019),BREDNA2,2,-19.0308,147.93625,AIMS Appropriation,AIMS,RV Cape Ferguson,46,16,0,0,0,0,0,0
9/05/2019,2019,Bowden Reef,Bowden Reef (19-019),BREDNA2,2,-19.0308,147.93625,AIMS Appropriation,AIMS,RV Cape Ferguson,47,17,1,1,1,72,72,72
9/05/2019,2019,Bowden Reef,Bowden Reef (19-019),BREDNA2,2,-19.0308,147.93625,AIMS Appropriation,AIMS,RV Cape Ferguson,48,18,1,0,1,72,0,36
9/05/2019,2019,Bowden Reef,Bowden Reef (19-019),BREDNA2,2,-19.0308,147.93625,AIMS Appropriation,AIMS,RV Cape Ferguson,49,19,1,1,1,72,72,72
9/05/2019,2019,Bowden Reef,Bowden Reef (19-019),BREDNA2,2,-19.0308,147.93625,AIMS Appropriation,AIMS,RV Cape Ferguson,50,20,0,1,1,0,81,40.5
9/05/2019,2019,Bowden Reef,Bowden Reef (19-019),BREDNA2,2,-19.0308,147.93625,AIMS Appropriation,AIMS,RV Cape Ferguson,51,21,0,0,0,0,0,0
9/05/2019,2019,Bowden Reef,Bowden Reef (19-019),BREDNA2,2,-19.0308,147.93625,AIMS Appropriation,AIMS,RV Cape Ferguson,52,22,0,1,1,0,69.4743298,34.7371649
9/05/2019,2019,Bowden Reef,Bowden Reef (19-019),BREDNA2,2,-19.0308,147.93625,AIMS Appropriation,AIMS,RV Cape Ferguson,53,23,0,1,1,0,89.47678283,44.73839141
9/05/2019,2019,Bowden Reef,Bowden Reef (19-019),BREDNA2,2,-19.0308,147.93625,AIMS Appropriation,AIMS,RV Cape Ferguson,54,24,0,0,0,0,0,0
9/05/2019,2019,Bowden Reef,Bowden Reef (19-019),BREDNA2,2,-19.0308,147.93625,AIMS Appropriation,AIMS,RV Cape Ferguson,55,25,0,0,0,0,0,0
9/05/2019,2019,Bowden Reef,Bowden Reef (19-019),BREDNA2,2,-19.0308,147.93625,AIMS Appropriation,AIMS,RV Cape Ferguson,56,26,0,0,0,0,0,0
9/05/2019,2019,Bowden Reef,Bowden Reef (19-019),BREDNA2,2,-19.0308,147.93625,AIMS Appropriation,AIMS,RV Cape Ferguson,57,27,0,0,0,0,0,0
9/05/2019,2019,Bowden Reef,Bowden Reef (19-019),BREDNA2,2,-19.0308,147.93625,AIMS Appropriation,AIMS,RV Cape Ferguson,58,28,0,0,0,0,0,0
9/05/2019,2019,Bowden Reef,Bowden Reef (19-019),BREDNA2,2,-19.0308,147.93625,AIMS Appropriation,AIMS,RV Cape Ferguson,59,29,1,1,1,67.64997169,70.85037678,69.25017424
9/05/2019,2019,Bowden Reef,Bowden Reef (19-019),BREDNA2,2,-19.0308,147.93625,AIMS Appropriation,AIMS,RV Cape Ferguson,60,30,0,0,0,0,0,0
9/05/2019,2019,Bowden Reef,Bowden Reef (19-019),BREDNA1,1,-19.0381,147.9262833,AIMS Appropriation,AIMS,RV Cape Ferguson,21,21,1,1,1,386.4084452,67.26746187,226.8379536
9/05/2019,2019,Bowden Reef,Bowden Reef (19-019),BREDNA1,1,-19.0381,147.9262833,AIMS Appropriation,AIMS,RV Cape Ferguson,22,22,1,0,1,60.99038199,0,30.49519099
9/05/2019,2019,Bowden Reef,Bowden Reef (19-019),BREDNA1,1,-19.0381,147.9262833,AIMS Appropriation,AIMS,RV Cape Ferguson,23,23,1,1,1,146.2362483,62.35526428,104.2957563
9/05/2019,2019,Bowden Reef,Bowden Reef (19-019),BREDNA1,1,-19.0381,147.9262833,AIMS Appropriation,AIMS,RV Cape Ferguson,24,24,1,1,1,124.7876823,127.4385899,126.1131361
9/05/2019,2019,Bowden Reef,Bowden Reef (19-019),BREDNA1,1,-19.0381,147.9262833,AIMS Appropriation,AIMS,RV Cape Ferguson,25,25,1,1,1,65.82881212,64.74994719,65.28937966
9/05/2019,2019,Bowden Reef,Bowden Reef (19-019),BREDNA1,1,-19.0381,147.9262833,AIMS Appropriation,AIMS,RV Cape Ferguson,26,26,1,1,1,387.9658699,71.91873416,229.942302
9/05/2019,2019,Bowden Reef,Bowden Reef (19-019),BREDNA1,1,-19.0381,147.9262833,AIMS Appropriation,AIMS,RV Cape Ferguson,27,27,0,0,0,0,0,0
9/05/2019,2019,Bowden Reef,Bowden Reef (19-019),BREDNA1,1,-19.0381,147.9262833,AIMS Appropriation,AIMS,RV Cape Ferguson,28,28,1,1,1,70.00255063,137.7600119,103.8812812
9/05/2019,2019,Bowden Reef,Bowden Reef (19-019),BREDNA1,1,-19.0381,147.9262833,AIMS Appropriation,AIMS,RV Cape Ferguson,29,29,1,1,1,66.1124222,67.02899337,66.57070778
9/05/2019,2019,Bowden Reef,Bowden Reef (19-019),BREDNA1,1,-19.0381,147.9262833,AIMS Appropriation,AIMS,RV Cape Ferguson,30,30,1,1,1,282.6544315,211.0541627,246.8542971
10/05/2019,2019,Davies Reef,Davies Reef (18-096),DREDNA1,1,-18.82628333,147.6294,AIMS Appropriation,AIMS,RV Cape Ferguson,1,1,1,1,1,531.1379492,611.6242826,571.3811159
10/05/2019,2019,Davies Reef,Davies Reef (18-096),DREDNA1,1,-18.82628333,147.6294,AIMS Appropriation,AIMS,RV Cape Ferguson,2,2,1,1,1,74.39999208,413.070488,243.73524
10/05/2019,2019,Davies Reef,Davies Reef (18-096),DREDNA1,1,-18.82628333,147.6294,AIMS Appropriation,AIMS,RV Cape Ferguson,3,3,1,1,1,264.4744724,197.4005252,230.9374988
10/05/2019,2019,Davies Reef,Davies Reef (18-096),DREDNA1,1,-18.82628333,147.6294,AIMS Appropriation,AIMS,RV Cape Ferguson,4,4,1,0,1,133.1183687,0,66.55918434
10/05/2019,2019,Davies Reef,Davies Reef (18-096),DREDNA1,1,-18.82628333,147.6294,AIMS Appropriation,AIMS,RV Cape Ferguson,5,5,1,1,1,170.97103,141.5728658,156.2719479
10/05/2019,2019,Davies Reef,Davies Reef (18-096),DREDNA1,1,-18.82628333,147.6294,AIMS Appropriation,AIMS,RV Cape Ferguson,6,6,1,1,1,249.9141008,320.2442229,285.0791618
10/05/2019,2019,Davies Reef,Davies Reef (18-096),DREDNA1,1,-18.82628333,147.6294,AIMS Appropriation,AIMS,RV Cape Ferguson,7,7,1,0,1,271.5454459,0,135.772723
10/05/2019,2019,Davies Reef,Davies Reef (18-096),DREDNA1,1,-18.82628333,147.6294,AIMS Appropriation,AIMS,RV Cape Ferguson,8,8,1,0,1,383.7707609,0,191.8853804
10/05/2019,2019,Davies Reef,Davies Reef (18-096),DREDNA1,1,-18.82628333,147.6294,AIMS Appropriation,AIMS,RV Cape Ferguson,9,9,1,1,1,972,351,661.5
10/05/2019,2019,Davies Reef,Davies Reef (18-096),DREDNA1,1,-18.82628333,147.6294,AIMS Appropriation,AIMS,RV Cape Ferguson,10,10,1,0,1,423,0,211.5
10/05/2019,2019,Davies Reef,Davies Reef (18-096),DREDNA2,2,-18.83086667,147.6354833,AIMS Appropriation,AIMS,RV Cape Ferguson,41,1,1,1,1,72,270,171
10/05/2019,2019,Davies Reef,Davies Reef (18-096),DREDNA2,2,-18.83086667,147.6354833,AIMS Appropriation,AIMS,RV Cape Ferguson,42,2,1,0,1,477,0,238.5
10/05/2019,2019,Davies Reef,Davies Reef (18-096),DREDNA2,2,-18.83086667,147.6354833,AIMS Appropriation,AIMS,RV Cape Ferguson,43,3,1,1,1,531,225,378
10/05/2019,2019,Davies Reef,Davies Reef (18-096),DREDNA2,2,-18.83086667,147.6354833,AIMS Appropriation,AIMS,RV Cape Ferguson,44,4,1,1,1,63,162,112.5
10/05/2019,2019,Davies Reef,Davies Reef (18-096),DREDNA2,2,-18.83086667,147.6354833,AIMS Appropriation,AIMS,RV Cape Ferguson,45,5,1,1,1,261,72,166.5
10/05/2019,2019,Davies Reef,Davies Reef (18-096),DREDNA2,2,-18.83086667,147.6354833,AIMS Appropriation,AIMS,RV Cape Ferguson,46,6,1,1,1,297,234,265.5
10/05/2019,2019,Davies Reef,Davies Reef (18-096),DREDNA2,2,-18.83086667,147.6354833,AIMS Appropriation,AIMS,RV Cape Ferguson,47,7,1,1,1,198,387,292.5
10/05/2019,2019,Davies Reef,Davies Reef (18-096),DREDNA2,2,-18.83086667,147.6354833,AIMS Appropriation,AIMS,RV Cape Ferguson,48,8,1,1,1,153,72,112.5
10/05/2019,2019,Davies Reef,Davies Reef (18-096),DREDNA2,2,-18.83086667,147.6354833,AIMS Appropriation,AIMS,RV Cape Ferguson,49,9,1,1,1,378,288,333
11/05/2019,2019,Davies Reef,Davies Reef (18-096),DREDNA1,1,-18.82628333,147.6294,AIMS Appropriation,AIMS,RV Cape Ferguson,11,11,1,1,1,225,153,189
11/05/2019,2019,Davies Reef,Davies Reef (18-096),DREDNA1,1,-18.82628333,147.6294,AIMS Appropriation,AIMS,RV Cape Ferguson,12,12,1,1,1,72,144,108
11/05/2019,2019,Davies Reef,Davies Reef (18-096),DREDNA1,1,-18.82628333,147.6294,AIMS Appropriation,AIMS,RV Cape Ferguson,13,13,1,1,1,243,261,252
11/05/2019,2019,Davies Reef,Davies Reef (18-096),DREDNA1,1,-18.82628333,147.6294,AIMS Appropriation,AIMS,RV Cape Ferguson,14,14,1,1,1,126,279,202.5
11/05/2019,2019,Davies Reef,Davies Reef (18-096),DREDNA1,1,-18.82628333,147.6294,AIMS Appropriation,AIMS,RV Cape Ferguson,15,15,1,1,1,234,162,198
11/05/2019,2019,Davies Reef,Davies Reef (18-096),DREDNA1,1,-18.82628333,147.6294,AIMS Appropriation,AIMS,RV Cape Ferguson,16,16,1,0,1,270,0,135
11/05/2019,2019,Davies Reef,Davies Reef (18-096),DREDNA1,1,-18.82628333,147.6294,AIMS Appropriation,AIMS,RV Cape Ferguson,17,17,1,0,1,99,0,49.5
11/05/2019,2019,Davies Reef,Davies Reef (18-096),DREDNA1,1,-18.82628333,147.6294,AIMS Appropriation,AIMS,RV Cape Ferguson,18,18,1,1,1,72,288,180
11/05/2019,2019,Davies Reef,Davies Reef (18-096),DREDNA1,1,-18.82628333,147.6294,AIMS Appropriation,AIMS,RV Cape Ferguson,19,19,1,1,1,63,315,189
11/05/2019,2019,Davies Reef,Davies Reef (18-096),DREDNA1,1,-18.82628333,147.6294,AIMS Appropriation,AIMS,RV Cape Ferguson,20,20,1,1,1,90,81,85.5
11/05/2019,2019,Davies Reef,Davies Reef (18-096),DREDNA2,2,-18.83086667,147.6354833,AIMS Appropriation,AIMS,RV Cape Ferguson,50,10,1,1,1,135,261,198
11/05/2019,2019,Davies Reef,Davies Reef (18-096),DREDNA2,2,-18.83086667,147.6354833,AIMS Appropriation,AIMS,RV Cape Ferguson,51,11,1,1,1,144,360,252
11/05/2019,2019,Davies Reef,Davies Reef (18-096),DREDNA2,2,-18.83086667,147.6354833,AIMS Appropriation,AIMS,RV Cape Ferguson,52,12,1,1,1,72,378,225
11/05/2019,2019,Davies Reef,Davies Reef (18-096),DREDNA2,2,-18.83086667,147.6354833,AIMS Appropriation,AIMS,RV Cape Ferguson,53,13,1,1,1,351,261,306
11/05/2019,2019,Davies Reef,Davies Reef (18-096),DREDNA2,2,-18.83086667,147.6354833,AIMS Appropriation,AIMS,RV Cape Ferguson,54,14,1,1,1,270,252,261
11/05/2019,2019,Davies Reef,Davies Reef (18-096),DREDNA2,2,-18.83086667,147.6354833,AIMS Appropriation,AIMS,RV Cape Ferguson,55,15,1,1,1,279,360,319.5
11/05/2019,2019,Davies Reef,Davies Reef (18-096),DREDNA2,2,-18.83086667,147.6354833,AIMS Appropriation,AIMS,RV Cape Ferguson,56,16,0,1,1,0,72,36
11/05/2019,2019,Davies Reef,Davies Reef (18-096),DREDNA2,2,-18.83086667,147.6354833,AIMS Appropriation,AIMS,RV Cape Ferguson,57,17,1,1,1,234,63,148.5
11/05/2019,2019,Davies Reef,Davies Reef (18-096),DREDNA2,2,-18.83086667,147.6354833,AIMS Appropriation,AIMS,RV Cape Ferguson,58,18,1,1,1,243,171,207
11/05/2019,2019,Davies Reef,Davies Reef (18-096),DREDNA2,2,-18.83086667,147.6354833,AIMS Appropriation,AIMS,RV Cape Ferguson,59,19,1,1,1,441,234,337.5
12/05/2019,2019,Davies Reef,Davies Reef (18-096),DREDNA1,1,-18.82628333,147.6294,AIMS Appropriation,AIMS,RV Cape Ferguson,21,21,0,0,0,0,0,0
12/05/2019,2019,Davies Reef,Davies Reef (18-096),DREDNA1,1,-18.82628333,147.6294,AIMS Appropriation,AIMS,RV Cape Ferguson,22,22,1,1,1,81,63,72
12/05/2019,2019,Davies Reef,Davies Reef (18-096),DREDNA1,1,-18.82628333,147.6294,AIMS Appropriation,AIMS,RV Cape Ferguson,23,23,0,1,1,0,63,31.5
12/05/2019,2019,Davies Reef,Davies Reef (18-096),DREDNA1,1,-18.82628333,147.6294,AIMS Appropriation,AIMS,RV Cape Ferguson,24,24,1,1,1,126,72,99
12/05/2019,2019,Davies Reef,Davies Reef (18-096),DREDNA1,1,-18.82628333,147.6294,AIMS Appropriation,AIMS,RV Cape Ferguson,25,25,1,1,1,135,72,103.5
12/05/2019,2019,Davies Reef,Davies Reef (18-096),DREDNA1,1,-18.82628333,147.6294,AIMS Appropriation,AIMS,RV Cape Ferguson,26,26,1,0,1,342,0,171
12/05/2019,2019,Davies Reef,Davies Reef (18-096),DREDNA1,1,-18.82628333,147.6294,AIMS Appropriation,AIMS,RV Cape Ferguson,27,27,0,1,1,0,171,85.5
12/05/2019,2019,Davies Reef,Davies Reef (18-096),DREDNA1,1,-18.82628333,147.6294,AIMS Appropriation,AIMS,RV Cape Ferguson,28,28,1,1,1,135,72,103.5
12/05/2019,2019,Davies Reef,Davies Reef (18-096),DREDNA1,1,-18.82628333,147.6294,AIMS Appropriation,AIMS,RV Cape Ferguson,29,29,1,1,1,72,234,153
12/05/2019,2019,Davies Reef,Davies Reef (18-096),DREDNA1,1,-18.82628333,147.6294,AIMS Appropriation,AIMS,RV Cape Ferguson,30,30,1,1,1,225,144,184.5
12/05/2019,2019,Davies Reef,Davies Reef (18-096),DREDNA2,2,-18.83086667,147.6354833,AIMS Appropriation,AIMS,RV Cape Ferguson,60,20,1,1,1,72,72,72
12/05/2019,2019,Davies Reef,Davies Reef (18-096),DREDNA2,2,-18.83086667,147.6354833,AIMS Appropriation,AIMS,RV Cape Ferguson,61,21,1,1,1,126,135,130.5
12/05/2019,2019,Davies Reef,Davies Reef (18-096),DREDNA2,2,-18.83086667,147.6354833,AIMS Appropriation,AIMS,RV Cape Ferguson,62,22,1,0,1,63,0,31.5
12/05/2019,2019,Davies Reef,Davies Reef (18-096),DREDNA2,2,-18.83086667,147.6354833,AIMS Appropriation,AIMS,RV Cape Ferguson,63,23,1,1,1,153,63,108
12/05/2019,2019,Davies Reef,Davies Reef (18-096),DREDNA2,2,-18.83086667,147.6354833,AIMS Appropriation,AIMS,RV Cape Ferguson,64,24,1,1,1,225,468,346.5
12/05/2019,2019,Davies Reef,Davies Reef (18-096),DREDNA2,2,-18.83086667,147.6354833,AIMS Appropriation,AIMS,RV Cape Ferguson,65,25,1,1,1,342,153,247.5
12/05/2019,2019,Davies Reef,Davies Reef (18-096),DREDNA2,2,-18.83086667,147.6354833,AIMS Appropriation,AIMS,RV Cape Ferguson,66,26,0,1,1,0,279,139.5
12/05/2019,2019,Davies Reef,Davies Reef (18-096),DREDNA2,2,-18.83086667,147.6354833,AIMS Appropriation,AIMS,RV Cape Ferguson,67,27,1,0,1,243,0,121.5
12/05/2019,2019,Davies Reef,Davies Reef (18-096),DREDNA2,2,-18.83086667,147.6354833,AIMS Appropriation,AIMS,RV Cape Ferguson,68,28,1,1,1,72,153,112.5
12/05/2019,2019,Davies Reef,Davies Reef (18-096),DREDNA2,2,-18.83086667,147.6354833,AIMS Appropriation,AIMS,RV Cape Ferguson,69,29,1,1,1,72,306,189
