ReefName,ReefLabel,SurveyDate,Bottomtime,Cohort1,Cohort2,Cohort3,Cohort4
Emperor Reef (21-538),21-538,2026-01-28T00:00:00Z,276,0,1,0,0
Emperor Reef (21-538),21-538,2026-01-28T00:00:00Z,557,0,1,0,2
Emperor Reef (21-538),21-538,2026-01-28T00:00:00Z,215,0,0,0,0
Emperor Reef (21-538),21-538,2026-01-27T00:00:00Z,560,1,3,7,18
Emperor Reef (21-538),21-538,2026-01-27T00:00:00Z,566,0,8,4,33
Emperor Reef (21-538),21-538,2026-01-27T00:00:00Z,105,0,1,5,7
Emperor Reef (21-538),21-538,2026-01-27T00:00:00Z,520,0,0,0,0
Emperor Reef (21-538),21-538,2026-01-27T00:00:00Z,305,0,2,3,5
Emperor Reef (21-538),21-538,2026-01-26T00:00:00Z,180,0,1,1,0
Emperor Reef (21-538),21-538,2026-01-26T00:00:00Z,280,1,3,5,1
Emperor Reef (21-538),21-538,2026-01-26T00:00:00Z,280,0,1,0,1
Emperor Reef (21-538),21-538,2026-01-26T00:00:00Z,290,0,0,0,0
Emperor Reef (21-538),21-538,2026-01-26T00:00:00Z,300,0,0,0,2
Emperor Reef (21-538),21-538,2026-01-26T00:00:00Z,275,0,0,0,0
Emperor Reef (21-538),21-538,2026-01-26T00:00:00Z,245,0,0,0,0
Emperor Reef (21-538),21-538,2026-01-26T00:00:00Z,280,0,0,0,0
Chinaman Reef (16-024),16-024,2026-01-25T00:00:00Z,210,0,1,1,1
Chinaman Reef (16-024),16-024,2026-01-25T00:00:00Z,180,0,0,0,0
Emperor Reef (21-538),21-538,2026-01-25T00:00:00Z,286,0,0,0,0
Emperor Reef (21-538),21-538,2026-01-25T00:00:00Z,270,0,0,0,0
Emperor Reef (21-538),21-538,2026-01-25T00:00:00Z,259,0,0,0,1
Emperor Reef (21-538),21-538,2026-01-25T00:00:00Z,270,0,0,0,2
Emperor Reef (21-538),21-538,2026-01-25T00:00:00Z,290,0,0,1,0
Emperor Reef (21-538),21-538,2026-01-25T00:00:00Z,480,0,0,0,0
Emperor Reef (21-538),21-538,2026-01-25T00:00:00Z,280,0,0,0,0
Chinaman Reef (16-024),16-024,2026-01-24T00:00:00Z,425,1,17,5,1
Chinaman Reef (16-024),16-024,2026-01-24T00:00:00Z,456,0,7,1,1
Chinaman Reef (16-024),16-024,2026-01-24T00:00:00Z,90,0,0,0,0
Chinaman Reef (16-024),16-024,2026-01-24T00:00:00Z,362,0,1,0,0
Emperor Reef (21-538),21-538,2026-01-24T00:00:00Z,300,0,0,0,0
U/N Reef (21-531),21-531,2026-01-24T00:00:00Z,280,0,0,0,0
Emperor Reef (21-538),21-538,2026-01-24T00:00:00Z,196,0,0,0,0
Emperor Reef (21-538),21-538,2026-01-24T00:00:00Z,212,0,0,0,2
Emperor Reef (21-538),21-538,2026-01-24T00:00:00Z,275,0,0,0,0
Emperor Reef (21-538),21-538,2026-01-24T00:00:00Z,160,0,0,0,0
Emperor Reef (21-538),21-538,2026-01-24T00:00:00Z,180,0,0,0,0
U/N Reef (21-531),21-531,2026-01-24T00:00:00Z,290,0,0,0,0
Chinaman Reef (16-024),16-024,2026-01-23T00:00:00Z,472,0,1,0,0
Chinaman Reef (16-024),16-024,2026-01-23T00:00:00Z,492,1,9,3,4
Chinaman Reef (16-024),16-024,2026-01-23T00:00:00Z,460,1,6,6,5
U/N Reef (21-531),21-531,2026-01-23T00:00:00Z,295,0,0,0,0
U/N Reef (21-531),21-531,2026-01-23T00:00:00Z,260,0,0,1,0
U/N Reef (21-530),21-530,2026-01-23T00:00:00Z,280,0,0,0,0
U/N Reef (21-530),21-530,2026-01-23T00:00:00Z,295,0,0,0,0
U/N Reef (21-531),21-531,2026-01-23T00:00:00Z,255,0,0,1,0
U/N Reef (21-531),21-531,2026-01-23T00:00:00Z,260,0,0,0,0
Chinaman Reef (16-024),16-024,2026-01-22T00:00:00Z,385,0,6,3,1
Chinaman Reef (16-024),16-024,2026-01-22T00:00:00Z,405,1,5,2,1
Chinaman Reef (16-024),16-024,2026-01-22T00:00:00Z,420,0,4,6,6
Wheeler Reef (18-095),18-095,2026-01-22T00:00:00Z,180,0,4,3,0
Wheeler Reef (18-095),18-095,2026-01-22T00:00:00Z,208,0,1,0,0
Wheeler Reef (18-095),18-095,2026-01-22T00:00:00Z,172,0,1,3,0
Wheeler Reef (18-095),18-095,2026-01-22T00:00:00Z,180,0,2,2,1
Tongue Reef (16-026),16-026,2026-01-21T00:00:00Z,360,1,2,1,0
Tongue Reef (16-026),16-026,2026-01-21T00:00:00Z,220,0,0,0,0
Chinaman Reef (16-024),16-024,2026-01-21T00:00:00Z,320,1,2,0,0
Tongue Reef (16-026),16-026,2026-01-21T00:00:00Z,252,0,2,1,0
Tongue Reef (16-026),16-026,2026-01-21T00:00:00Z,160,0,0,0,1
Tongue Reef (16-026),16-026,2026-01-21T00:00:00Z,160,0,0,0,2
U/N Reef (21-551),21-551,2026-01-21T00:00:00Z,500,0,0,0,0
U/N Reef (21-551),21-551,2026-01-21T00:00:00Z,425,0,0,0,0
Saville-Kent Reef (18-099),18-099,2026-01-21T00:00:00Z,184,0,0,0,1
Saville-Kent Reef (18-099),18-099,2026-01-21T00:00:00Z,156,0,1,3,0
Saville-Kent Reef (18-099),18-099,2026-01-21T00:00:00Z,176,0,0,0,0
Saville-Kent Reef (18-099),18-099,2026-01-21T00:00:00Z,144,0,3,1,0
Batt Reef (16-029),16-029,2026-01-20T00:00:00Z,400,0,2,0,0
Batt Reef (16-029),16-029,2026-01-20T00:00:00Z,400,1,1,0,0
Batt Reef (16-029),16-029,2026-01-20T00:00:00Z,400,0,1,0,0
Batt Reef (16-029),16-029,2026-01-20T00:00:00Z,400,2,1,0,0
Tongue Reef (16-026),16-026,2026-01-20T00:00:00Z,180,0,2,0,0
Tongue Reef (16-026),16-026,2026-01-20T00:00:00Z,100,0,0,0,0
Tongue Reef (16-026),16-026,2026-01-20T00:00:00Z,120,0,2,1,0
Tongue Reef (16-026),16-026,2026-01-20T00:00:00Z,120,0,2,0,0
Tongue Reef (16-026),16-026,2026-01-20T00:00:00Z,80,0,0,0,0
Tongue Reef (16-026),16-026,2026-01-20T00:00:00Z,120,3,2,2,1
Tongue Reef (16-026),16-026,2026-01-20T00:00:00Z,180,4,0,0,0
Tongue Reef (16-026),16-026,2026-01-20T00:00:00Z,88,0,0,0,0
Tongue Reef (16-026),16-026,2026-01-20T00:00:00Z,100,0,0,0,0
Tongue Reef (16-026),16-026,2026-01-20T00:00:00Z,120,0,1,0,0
Tongue Reef (16-026),16-026,2026-01-20T00:00:00Z,120,0,2,0,0
U/N Reef (21-551),21-551,2026-01-20T00:00:00Z,590,0,1,0,2
U/N Reef (21-551),21-551,2026-01-20T00:00:00Z,547,0,0,1,0
(Little) Broadhurst Reef (18-106),18-106,2026-01-20T00:00:00Z,220,0,0,0,0
(Little) Broadhurst Reef (18-106),18-106,2026-01-20T00:00:00Z,224,0,0,0,0
(Little) Broadhurst Reef (18-106),18-106,2026-01-20T00:00:00Z,220,0,1,1,0
(Little) Broadhurst Reef (18-106),18-106,2026-01-20T00:00:00Z,200,0,0,1,0
Batt Reef (16-029),16-029,2026-01-20T00:00:00Z,120,3,3,3,0
Batt Reef (16-029),16-029,2026-01-20T00:00:00Z,130,2,15,2,3
Batt Reef (16-029),16-029,2026-01-19T00:00:00Z,400,3,9,2,0
Batt Reef (16-029),16-029,2026-01-19T00:00:00Z,400,4,2,4,0
U/N Reef (21-551),21-551,2026-01-19T00:00:00Z,497,0,1,1,6
U/N Reef (21-551),21-551,2026-01-19T00:00:00Z,560,0,0,1,6
Banfield Reef (North) (18-105a),18-105a,2026-01-19T00:00:00Z,232,0,0,10,7
Banfield Reef (North) (18-105a),18-105a,2026-01-19T00:00:00Z,186,0,5,5,11
Banfield Reef (North) (18-105a),18-105a,2026-01-19T00:00:00Z,228,0,2,1,1
Banfield Reef (North) (18-105a),18-105a,2026-01-19T00:00:00Z,208,0,2,7,8
Banfield Reef (North) (18-105a),18-105a,2026-01-19T00:00:00Z,240,0,0,2,2
Banfield Reef (North) (18-105a),18-105a,2026-01-19T00:00:00Z,220,0,4,8,6
Batt Reef (16-029),16-029,2026-01-19T00:00:00Z,350,0,3,9,4
Batt Reef (16-029),16-029,2026-01-19T00:00:00Z,350,0,16,15,0
Batt Reef (16-029),16-029,2026-01-19T00:00:00Z,350,1,10,11,3
Batt Reef (16-029),16-029,2026-01-19T00:00:00Z,350,0,9,10,0
Batt Reef (16-029),16-029,2026-01-19T00:00:00Z,128,1,4,2,2
Batt Reef (16-029),16-029,2026-01-19T00:00:00Z,126,4,2,6,1
Tongue Reef (16-026),16-026,2026-01-18T00:00:00Z,280,1,6,19,16
Tongue Reef (16-026),16-026,2026-01-18T00:00:00Z,245,0,2,1,1
Lady Elliot Island Reef (24-008),24-008,2026-01-18T00:00:00Z,430,0,3,3,0
Lady Elliot Island Reef (24-008),24-008,2026-01-18T00:00:00Z,560,2,4,1,0
Lady Elliot Island Reef (24-008),24-008,2026-01-18T00:00:00Z,170,0,1,0,0
Wheeler Reef (18-095),18-095,2026-01-18T00:00:00Z,240,3,11,13,4
Wheeler Reef (18-095),18-095,2026-01-18T00:00:00Z,176,0,1,2,0
Wheeler Reef (18-095),18-095,2026-01-18T00:00:00Z,228,0,5,1,0
Wheeler Reef (18-095),18-095,2026-01-18T00:00:00Z,200,0,2,0,2
Wheeler Reef (18-095),18-095,2026-01-18T00:00:00Z,240,0,5,8,2
Wheeler Reef (18-095),18-095,2026-01-18T00:00:00Z,228,1,7,12,2
Wheeler Reef (18-095),18-095,2026-01-18T00:00:00Z,240,0,4,4,4
Wheeler Reef (18-095),18-095,2026-01-18T00:00:00Z,172,0,1,2,1
Mackay Reef (16-015),16-015,2026-01-18T00:00:00Z,350,0,12,5,1
Mackay Reef (16-015),16-015,2026-01-18T00:00:00Z,350,0,7,4,2
Mackay Reef (16-015),16-015,2026-01-18T00:00:00Z,320,0,3,6,1
Mackay Reef (16-015),16-015,2026-01-18T00:00:00Z,350,0,8,1,1
U/N Reef (15-071c),15-071c,2026-01-17T00:00:00Z,400,4,5,3,10
U/N Reef (15-071c),15-071c,2026-01-17T00:00:00Z,400,6,3,3,8
U/N Reef (15-071c),15-071c,2026-01-17T00:00:00Z,400,0,5,10,2
U/N Reef (15-071c),15-071c,2026-01-17T00:00:00Z,400,1,11,7,4
Tongue Reef (16-026),16-026,2026-01-17T00:00:00Z,248,0,0,0,0
Tongue Reef (16-026),16-026,2026-01-17T00:00:00Z,200,8,2,0,0
Tongue Reef (16-026),16-026,2026-01-17T00:00:00Z,160,0,0,2,0
Tongue Reef (16-026),16-026,2026-01-17T00:00:00Z,228,0,11,18,25
Tongue Reef (16-026),16-026,2026-01-17T00:00:00Z,208,0,2,1,0
Tongue Reef (16-026),16-026,2026-01-17T00:00:00Z,196,0,0,0,0
Tongue Reef (16-026),16-026,2026-01-17T00:00:00Z,258,0,6,8,22
Tongue Reef (16-026),16-026,2026-01-17T00:00:00Z,236,1,0,14,24
Lady Elliot Island Reef (24-008),24-008,2026-01-17T00:00:00Z,495,5,24,1,0
Lady Elliot Island Reef (24-008),24-008,2026-01-17T00:00:00Z,665,2,12,9,0
Lady Elliot Island Reef (24-008),24-008,2026-01-17T00:00:00Z,465,0,1,0,0
Helix Reef (18-076),18-076,2026-01-17T00:00:00Z,240,0,8,9,3
Helix Reef (18-076),18-076,2026-01-17T00:00:00Z,192,0,8,9,3
Helix Reef (18-076),18-076,2026-01-17T00:00:00Z,228,0,4,5,0
Helix Reef (18-076),18-076,2026-01-17T00:00:00Z,200,0,2,2,1
Helix Reef (18-076),18-076,2026-01-17T00:00:00Z,240,1,1,2,0
Helix Reef (18-076),18-076,2026-01-17T00:00:00Z,240,0,1,2,1
Helix Reef (18-076),18-076,2026-01-17T00:00:00Z,188,0,2,4,2
Helix Reef (18-076),18-076,2026-01-17T00:00:00Z,240,0,4,3,0
Irene Reef (15-084),15-084,2026-01-17T00:00:00Z,350,1,6,9,9
Irene Reef (15-084),15-084,2026-01-17T00:00:00Z,350,1,7,6,1
Irene Reef (15-084),15-084,2026-01-17T00:00:00Z,350,0,2,10,7
Irene Reef (15-084),15-084,2026-01-17T00:00:00Z,350,0,5,6,4
U/N Reef (15-071c),15-071c,2026-01-16T00:00:00Z,400,2,21,9,3
U/N Reef (15-071c),15-071c,2026-01-16T00:00:00Z,400,3,25,8,8
U/N Reef (15-071c),15-071c,2026-01-16T00:00:00Z,400,3,22,6,1
U/N Reef (15-071c),15-071c,2026-01-16T00:00:00Z,400,2,16,9,5
Tongue Reef (16-026),16-026,2026-01-16T00:00:00Z,476,6,13,20,22
Tongue Reef (16-026),16-026,2026-01-16T00:00:00Z,495,3,15,14,3
Tongue Reef (16-026),16-026,2026-01-16T00:00:00Z,515,6,23,8,1
Tongue Reef (16-026),16-026,2026-01-16T00:00:00Z,446,0,10,4,20
Lady Musgrave Reef (23-082a),23-082a,2026-01-16T00:00:00Z,220,0,0,1,5
Lady Musgrave Reef (23-082a),23-082a,2026-01-16T00:00:00Z,165,0,0,0,0
Lady Musgrave Reef (23-082a),23-082a,2026-01-16T00:00:00Z,155,0,0,0,1
Lady Musgrave Reef (23-082a),23-082a,2026-01-16T00:00:00Z,225,0,0,1,4
John Brewer Reef (18-075),18-075,2026-01-16T00:00:00Z,210,0,0,0,0
John Brewer Reef (18-075),18-075,2026-01-16T00:00:00Z,156,0,0,0,0
Helix Reef (18-076),18-076,2026-01-16T00:00:00Z,224,1,3,2,0
Helix Reef (18-076),18-076,2026-01-16T00:00:00Z,200,0,1,6,1
Helix Reef (18-076),18-076,2026-01-16T00:00:00Z,188,0,1,1,0
Helix Reef (18-076),18-076,2026-01-16T00:00:00Z,232,0,1,1,4
John Brewer Reef (18-075),18-075,2026-01-16T00:00:00Z,141,0,0,0,0
John Brewer Reef (18-075),18-075,2026-01-16T00:00:00Z,168,0,0,0,0
Batt Reef (16-029),16-029,2026-01-16T00:00:00Z,120,0,4,8,2
Batt Reef (16-029),16-029,2026-01-16T00:00:00Z,120,0,2,4,0
Spitfire Reefs (East) (16-012b),16-012b,2026-01-15T00:00:00Z,315,0,1,1,2
Spitfire Reefs (East) (16-012b),16-012b,2026-01-15T00:00:00Z,315,1,2,3,0
Spitfire Reefs (East) (16-012b),16-012b,2026-01-15T00:00:00Z,315,0,3,7,0
Spitfire Reefs (East) (16-012b),16-012b,2026-01-15T00:00:00Z,315,1,3,4,0
Lady Musgrave Reef (23-082a),23-082a,2026-01-15T00:00:00Z,74,0,0,1,0
Lady Musgrave Reef (23-082a),23-082a,2026-01-15T00:00:00Z,520,1,5,6,4
Lady Musgrave Reef (23-082a),23-082a,2026-01-15T00:00:00Z,460,0,0,1,10
Lady Musgrave Reef (23-082a),23-082a,2026-01-15T00:00:00Z,49,0,0,1,1
Lady Musgrave Reef (23-082a),23-082a,2026-01-15T00:00:00Z,75,0,0,0,0
Lady Musgrave Reef (23-082a),23-082a,2026-01-15T00:00:00Z,326,1,3,6,0
Lady Musgrave Reef (23-082a),23-082a,2026-01-15T00:00:00Z,457,1,3,8,4
Irene Reef (15-084),15-084,2026-01-15T00:00:00Z,270,2,11,20,2
Irene Reef (15-084),15-084,2026-01-15T00:00:00Z,335,4,16,12,5
Irene Reef (15-084),15-084,2026-01-15T00:00:00Z,270,3,8,24,10
Irene Reef (15-084),15-084,2026-01-15T00:00:00Z,335,3,10,7,2
Batt Reef (16-029),16-029,2026-01-15T00:00:00Z,180,3,11,6,0
Batt Reef (16-029),16-029,2026-01-15T00:00:00Z,132,9,14,1,0
Batt Reef (16-029),16-029,2026-01-14T00:00:00Z,400,4,24,23,3
Batt Reef (16-029),16-029,2026-01-14T00:00:00Z,400,9,22,32,7
Batt Reef (16-029),16-029,2026-01-14T00:00:00Z,400,3,31,25,6
Batt Reef (16-029),16-029,2026-01-14T00:00:00Z,400,0,12,21,5
Irene Reef (15-084),15-084,2026-01-14T00:00:00Z,210,0,1,0,3
Irene Reef (15-084),15-084,2026-01-14T00:00:00Z,350,0,1,0,2
Irene Reef (15-084),15-084,2026-01-14T00:00:00Z,350,1,9,2,2
Batt Reef (16-029),16-029,2026-01-13T00:00:00Z,400,0,5,3,0
Batt Reef (16-029),16-029,2026-01-13T00:00:00Z,400,1,7,1,0
Batt Reef (16-029),16-029,2026-01-13T00:00:00Z,400,1,9,2,0
Batt Reef (16-029),16-029,2026-01-13T00:00:00Z,400,1,9,1,0
Irene Reef (15-084),15-084,2026-01-13T00:00:00Z,300,3,8,0,0
Irene Reef (15-084),15-084,2026-01-13T00:00:00Z,300,2,11,1,0
Batt Reef (16-029),16-029,2026-01-12T00:00:00Z,450,0,5,3,0
Batt Reef (16-029),16-029,2026-01-12T00:00:00Z,450,1,5,0,0
Batt Reef (16-029),16-029,2026-01-11T00:00:00Z,400,0,4,4,0
Batt Reef (16-029),16-029,2026-01-11T00:00:00Z,400,0,4,3,2
Wizard Reef (11-156),11-156,2026-01-11T00:00:00Z,300,0,0,0,0
Wizard Reef (11-156),11-156,2026-01-11T00:00:00Z,180,0,0,0,0
Batt Reef (16-029),16-029,2026-01-11T00:00:00Z,480,0,18,8,1
Batt Reef (16-029),16-029,2026-01-11T00:00:00Z,175,2,5,4,0
Batt Reef (16-029),16-029,2026-01-11T00:00:00Z,525,1,12,6,1
Wizard Reef (11-156),11-156,2026-01-10T00:00:00Z,270,0,0,0,0
Wizard Reef (11-156),11-156,2026-01-10T00:00:00Z,270,0,0,0,0
Wizard Reef (11-156),11-156,2026-01-09T00:00:00Z,300,0,0,0,0
Wizard Reef (11-156),11-156,2026-01-09T00:00:00Z,225,0,0,0,0
U/N Reef (10-384),10-384,2026-01-06T00:00:00Z,120,0,0,0,0
U/N Reef (10-384),10-384,2026-01-06T00:00:00Z,240,2,3,2,0
Batt Reef (16-029),16-029,2025-12-21T00:00:00Z,450,1,10,15,8
Batt Reef (16-029),16-029,2025-12-21T00:00:00Z,450,1,10,10,11
Batt Reef (16-029),16-029,2025-12-21T00:00:00Z,450,3,20,17,15
Batt Reef (16-029),16-029,2025-12-21T00:00:00Z,450,1,9,16,5
Chinaman Reef (16-024),16-024,2025-12-21T00:00:00Z,248,1,2,0,0
Chinaman Reef (16-024),16-024,2025-12-21T00:00:00Z,184,0,0,0,0
Chinaman Reef (16-024),16-024,2025-12-21T00:00:00Z,260,1,0,0,0
Chinaman Reef (16-024),16-024,2025-12-21T00:00:00Z,240,2,1,0,0
Batt Reef (16-029),16-029,2025-12-20T00:00:00Z,450,1,15,10,1
Batt Reef (16-029),16-029,2025-12-20T00:00:00Z,450,3,14,11,1
Batt Reef (16-029),16-029,2025-12-20T00:00:00Z,450,2,31,16,5
Batt Reef (16-029),16-029,2025-12-20T00:00:00Z,450,4,25,27,12
Mackay Reefs (15-024),15-024,2025-12-20T00:00:00Z,501,1,3,12,38
Mackay Reefs (15-024),15-024,2025-12-20T00:00:00Z,477,1,7,7,7
Irene Reef (15-084),15-084,2025-12-19T00:00:00Z,450,1,4,5,11
Irene Reef (15-084),15-084,2025-12-19T00:00:00Z,450,1,5,9,4
Irene Reef (15-084),15-084,2025-12-19T00:00:00Z,450,5,5,8,5
Irene Reef (15-084),15-084,2025-12-19T00:00:00Z,450,3,1,4,3
Mackay Reefs (15-024),15-024,2025-12-19T00:00:00Z,342,2,6,6,21
Mackay Reefs (15-024),15-024,2025-12-19T00:00:00Z,448,2,3,7,20
Mackay Reefs (15-024),15-024,2025-12-19T00:00:00Z,246,2,6,21,13
Swinger Reef (15-030),15-030,2025-12-18T00:00:00Z,450,1,17,11,7
Swinger Reef (15-030),15-030,2025-12-18T00:00:00Z,450,5,11,10,7
Mackay Reefs (15-024),15-024,2025-12-18T00:00:00Z,208,0,0,0,0
Mackay Reefs (15-024),15-024,2025-12-18T00:00:00Z,212,0,0,3,1
Mackay Reefs (15-024),15-024,2025-12-18T00:00:00Z,124,1,0,1,0
Mackay Reefs (15-024),15-024,2025-12-18T00:00:00Z,216,1,2,1,3
Eye Reef (14-134),14-134,2025-12-17T00:00:00Z,450,0,9,12,9
Eye Reef (14-134),14-134,2025-12-17T00:00:00Z,450,2,9,9,7
Eye Reef (14-134),14-134,2025-12-17T00:00:00Z,450,3,12,9,14
Eye Reef (14-134),14-134,2025-12-17T00:00:00Z,450,0,8,3,5
U/N Reef (14-149),14-149,2025-12-17T00:00:00Z,454,5,3,0,1
U/N Reef (14-149),14-149,2025-12-17T00:00:00Z,426,6,6,4,1
U/N Reef (14-145),14-145,2025-12-17T00:00:00Z,416,0,1,0,1
U/N Reef (21-551),21-551,2025-12-17T00:00:00Z,464,0,0,7,6
U/N Reef (14-163),14-163,2025-12-16T00:00:00Z,400,3,48,42,40
U/N Reef (14-163),14-163,2025-12-16T00:00:00Z,450,5,30,33,23
U/N Reef (14-163),14-163,2025-12-16T00:00:00Z,400,13,48,41,54
U/N Reef (14-163),14-163,2025-12-16T00:00:00Z,450,12,36,25,21
U/N Reef (14-149),14-149,2025-12-16T00:00:00Z,356,1,3,0,5
U/N Reef (14-149),14-149,2025-12-16T00:00:00Z,496,10,13,13,12
East Cay Reef (21-305),21-305,2025-12-16T00:00:00Z,311,0,0,2,21
East Cay Reef (21-305),21-305,2025-12-16T00:00:00Z,265,0,0,5,7
East Cay Reef (21-305),21-305,2025-12-16T00:00:00Z,272,0,0,2,21
East Cay Reef (21-305),21-305,2025-12-16T00:00:00Z,346,0,0,1,6
Batt Reef (16-029),16-029,2025-12-16T00:00:00Z,120,2,9,5,0
Batt Reef (16-029),16-029,2025-12-16T00:00:00Z,120,1,7,4,0
Lizard Island Reef (North West) (14-116a),14-116a,2025-12-15T00:00:00Z,450,0,0,2,11
Lizard Island Reef (North West) (14-116a),14-116a,2025-12-15T00:00:00Z,450,0,0,1,10
Lizard Island Reef (North West) (14-116a),14-116a,2025-12-15T00:00:00Z,450,0,0,0,8
Lizard Island Reef (North West) (14-116a),14-116a,2025-12-15T00:00:00Z,450,0,0,1,15
East Cay Reef (21-305),21-305,2025-12-15T00:00:00Z,200,0,0,0,9
East Cay Reef (21-305),21-305,2025-12-15T00:00:00Z,245,0,0,2,6
East Cay Reef (21-305),21-305,2025-12-15T00:00:00Z,240,0,1,2,12
Helix Reef (18-076),18-076,2025-12-15T00:00:00Z,220,0,0,5,8
Helix Reef (18-076),18-076,2025-12-15T00:00:00Z,212,2,3,9,0
Helix Reef (18-076),18-076,2025-12-15T00:00:00Z,240,0,3,0,8
Helix Reef (18-076),18-076,2025-12-15T00:00:00Z,240,0,1,7,7
Helix Reef (18-076),18-076,2025-12-15T00:00:00Z,240,0,0,2,8
Helix Reef (18-076),18-076,2025-12-15T00:00:00Z,232,7,4,5,6
Helix Reef (18-076),18-076,2025-12-15T00:00:00Z,216,0,2,7,1
Helix Reef (18-076),18-076,2025-12-15T00:00:00Z,240,0,1,15,0
Batt Reef (16-029),16-029,2025-12-15T00:00:00Z,132,1,11,7,3
Lizard Island Reef (North East) (14-116b),14-116b,2025-12-14T00:00:00Z,450,0,3,3,0
Lizard Island Reef (North West) (14-116a),14-116a,2025-12-14T00:00:00Z,250,0,2,2,6
Lizard Island Reef (North West) (14-116a),14-116a,2025-12-14T00:00:00Z,450,0,2,0,2
Lizard Island Reef (North East) (14-116b),14-116b,2025-12-14T00:00:00Z,225,0,2,0,0
Vicki Harriott Reef (15-070),15-070,2025-12-14T00:00:00Z,248,3,14,7,5
Vicki Harriott Reef (15-070),15-070,2025-12-14T00:00:00Z,488,8,6,6,18
Vicki Harriott Reef (15-070),15-070,2025-12-14T00:00:00Z,238,4,0,2,1
Vicki Harriott Reef (15-070),15-070,2025-12-14T00:00:00Z,520,4,8,6,9
East Cay Reef (21-305),21-305,2025-12-14T00:00:00Z,265,0,0,0,0
East Cay Reef (21-305),21-305,2025-12-14T00:00:00Z,240,0,0,0,0
East Cay Reef (21-305),21-305,2025-12-14T00:00:00Z,230,0,0,1,5
East Cay Reef (21-305),21-305,2025-12-14T00:00:00Z,230,0,0,0,0
East Cay Reef (21-305),21-305,2025-12-14T00:00:00Z,300,0,0,1,6
East Cay Reef (21-305),21-305,2025-12-14T00:00:00Z,345,0,0,0,3
East Cay Reef (21-305),21-305,2025-12-14T00:00:00Z,315,0,0,1,2
East Cay Reef (21-305),21-305,2025-12-14T00:00:00Z,380,0,0,3,16
East Cay Reef (21-305),21-305,2025-12-14T00:00:00Z,350,0,0,3,12
Wheeler Reef (18-095),18-095,2025-12-14T00:00:00Z,224,0,0,2,2
Wheeler Reef (18-095),18-095,2025-12-14T00:00:00Z,200,0,0,0,0
Wheeler Reef (18-095),18-095,2025-12-14T00:00:00Z,212,0,0,0,0
Wheeler Reef (18-095),18-095,2025-12-14T00:00:00Z,200,0,0,0,0
Wheeler Reef (18-095),18-095,2025-12-14T00:00:00Z,160,0,0,0,0
Wheeler Reef (18-095),18-095,2025-12-14T00:00:00Z,208,0,0,1,2
Wheeler Reef (18-095),18-095,2025-12-14T00:00:00Z,220,0,4,8,0
Wheeler Reef (18-095),18-095,2025-12-14T00:00:00Z,240,0,3,7,1
Batt Reef (16-029),16-029,2025-12-14T00:00:00Z,400,0,21,13,0
Batt Reef (16-029),16-029,2025-12-14T00:00:00Z,400,1,16,10,4
Batt Reef (16-029),16-029,2025-12-14T00:00:00Z,400,1,2,20,18
Batt Reef (16-029),16-029,2025-12-14T00:00:00Z,400,5,16,8,0
Eye Reef (14-134),14-134,2025-12-13T00:00:00Z,450,0,9,7,21
Eye Reef (14-134),14-134,2025-12-13T00:00:00Z,450,4,6,11,14
Eye Reef (14-134),14-134,2025-12-13T00:00:00Z,450,1,0,6,20
Eye Reef (14-134),14-134,2025-12-13T00:00:00Z,450,2,14,13,15
Vicki Harriott Reef (15-070),15-070,2025-12-13T00:00:00Z,416,9,6,3,0
Vicki Harriott Reef (15-070),15-070,2025-12-13T00:00:00Z,456,3,1,1,1
Vicki Harriott Reef (15-070),15-070,2025-12-13T00:00:00Z,428,1,4,2,1
Vicki Harriott Reef (15-070),15-070,2025-12-13T00:00:00Z,388,0,1,0,2
U/N Reef (21-245),21-245,2025-12-13T00:00:00Z,240,0,0,0,2
U/N Reef (21-245),21-245,2025-12-13T00:00:00Z,200,0,0,0,0
U/N Reef (21-245),21-245,2025-12-13T00:00:00Z,570,0,1,4,4
U/N Reef (21-245),21-245,2025-12-13T00:00:00Z,225,0,0,0,0
Wheeler Reef (18-095),18-095,2025-12-13T00:00:00Z,188,0,3,6,10
Wheeler Reef (18-095),18-095,2025-12-13T00:00:00Z,180,0,1,2,0
Wheeler Reef (18-095),18-095,2025-12-13T00:00:00Z,124,0,1,0,0
Wheeler Reef (18-095),18-095,2025-12-13T00:00:00Z,188,0,3,3,1
Wheeler Reef (18-095),18-095,2025-12-13T00:00:00Z,148,0,2,7,3
Wheeler Reef (18-095),18-095,2025-12-13T00:00:00Z,176,0,2,10,1
Wheeler Reef (18-095),18-095,2025-12-13T00:00:00Z,200,0,0,5,4
Wheeler Reef (18-095),18-095,2025-12-13T00:00:00Z,156,0,0,1,1
Batt Reef (16-029),16-029,2025-12-13T00:00:00Z,380,0,19,12,5
Batt Reef (16-029),16-029,2025-12-13T00:00:00Z,380,0,19,15,6
Batt Reef (16-029),16-029,2025-12-13T00:00:00Z,380,0,8,8,0
Batt Reef (16-029),16-029,2025-12-13T00:00:00Z,380,0,18,16,6
Eye Reef (14-134),14-134,2025-12-12T00:00:00Z,450,5,18,15,3
Eye Reef (14-134),14-134,2025-12-12T00:00:00Z,450,6,24,17,8
Eye Reef (14-134),14-134,2025-12-12T00:00:00Z,450,5,13,11,6
