ReefName,ReefLabel,SurveyDate,Bottomtime,Cohort1,Cohort2,Cohort3,Cohort4
Banfield Reef (North) (18-105a),18-105a,2025-08-30T00:00:00Z,240,2,15,1,0
Banfield Reef (North) (18-105a),18-105a,2025-08-30T00:00:00Z,220,1,2,0,0
U/N Reef (21-551),21-551,2025-08-29T00:00:00Z,43,0,0,0,0
U/N Reef (21-551),21-551,2025-08-29T00:00:00Z,68,0,0,0,0
U/N Reef (21-551),21-551,2025-08-29T00:00:00Z,64,0,0,0,0
U/N Reef (21-551),21-551,2025-08-29T00:00:00Z,434,2,3,4,7
U/N Reef (21-551),21-551,2025-08-29T00:00:00Z,69,0,0,0,0
U/N Reef (21-551),21-551,2025-08-29T00:00:00Z,268,0,2,4,7
U/N Reef (21-551),21-551,2025-08-29T00:00:00Z,337,0,1,8,31
Banfield Reef (North) (18-105a),18-105a,2025-08-29T00:00:00Z,180,3,6,7,9
Banfield Reef (North) (18-105a),18-105a,2025-08-29T00:00:00Z,220,0,11,11,24
Banfield Reef (North) (18-105a),18-105a,2025-08-29T00:00:00Z,196,3,10,16,20
Banfield Reef (North) (18-105a),18-105a,2025-08-29T00:00:00Z,240,0,4,2,2
Banfield Reef (North) (18-105a),18-105a,2025-08-29T00:00:00Z,200,5,5,7,9
Banfield Reef (North) (18-105a),18-105a,2025-08-29T00:00:00Z,220,2,4,3,3
Banfield Reef (North) (18-105a),18-105a,2025-08-29T00:00:00Z,212,3,8,6,10
Banfield Reef (North) (18-105a),18-105a,2025-08-29T00:00:00Z,240,12,8,11,12
Banfield Reef (North) (18-105a),18-105a,2025-08-28T00:00:00Z,196,0,10,6,18
Banfield Reef (North) (18-105a),18-105a,2025-08-28T00:00:00Z,240,0,9,16,26
Banfield Reef (North) (18-105a),18-105a,2025-08-28T00:00:00Z,190,0,1,13,17
Banfield Reef (North) (18-105a),18-105a,2025-08-28T00:00:00Z,200,0,6,16,17
Banfield Reef (North) (18-105a),18-105a,2025-08-28T00:00:00Z,204,0,0,7,25
Banfield Reef (North) (18-105a),18-105a,2025-08-28T00:00:00Z,240,3,12,7,4
Banfield Reef (North) (18-105a),18-105a,2025-08-28T00:00:00Z,240,0,10,22,30
Banfield Reef (North) (18-105a),18-105a,2025-08-28T00:00:00Z,200,1,5,17,17
Judith Wright Reef (18-101),18-101,2025-08-27T00:00:00Z,220,0,1,0,10
Judith Wright Reef (18-101),18-101,2025-08-27T00:00:00Z,56,1,4,0,0
Judith Wright Reef (18-101),18-101,2025-08-27T00:00:00Z,36,1,1,2,1
Judith Wright Reef (18-101),18-101,2025-08-27T00:00:00Z,220,1,5,9,5
Judith Wright Reef (18-101),18-101,2025-08-27T00:00:00Z,240,0,3,18,17
Judith Wright Reef (18-101),18-101,2025-08-27T00:00:00Z,164,1,4,0,0
Judith Wright Reef (18-101),18-101,2025-08-27T00:00:00Z,220,0,0,0,0
Judith Wright Reef (18-101),18-101,2025-08-27T00:00:00Z,240,1,4,9,2
Judith Wright Reef (18-101),18-101,2025-08-27T00:00:00Z,220,0,0,0,0
Judith Wright Reef (18-101),18-101,2025-08-27T00:00:00Z,164,0,0,0,1
Hopkinson Reef (18-073),18-073,2025-08-26T00:00:00Z,400,0,3,3,0
Hopkinson Reef (18-073),18-073,2025-08-26T00:00:00Z,400,0,1,4,4
Hopkinson Reef (18-073),18-073,2025-08-26T00:00:00Z,400,0,1,3,2
Hopkinson Reef (18-073),18-073,2025-08-26T00:00:00Z,400,0,1,0,1
Darley Reef (19-043),19-043,2025-08-26T00:00:00Z,192,0,0,0,0
Darley Reef (19-043),19-043,2025-08-26T00:00:00Z,192,0,0,0,0
Darley Reef (19-043),19-043,2025-08-26T00:00:00Z,200,0,0,0,0
Darley Reef (19-043),19-043,2025-08-26T00:00:00Z,220,0,0,0,0
Darley Reef (19-043),19-043,2025-08-26T00:00:00Z,212,0,0,0,0
Darley Reef (19-043),19-043,2025-08-26T00:00:00Z,200,0,0,0,0
Darley Reef (19-043),19-043,2025-08-26T00:00:00Z,228,0,0,0,0
Darley Reef (19-043),19-043,2025-08-26T00:00:00Z,216,0,0,0,0
Batt Reef (16-029),16-029,2025-08-26T00:00:00Z,450,11,41,19,8
Batt Reef (16-029),16-029,2025-08-26T00:00:00Z,450,8,23,19,9
Batt Reef (16-029),16-029,2025-08-26T00:00:00Z,400,6,27,25,27
Batt Reef (16-029),16-029,2025-08-26T00:00:00Z,400,3,22,26,22
Hopkinson Reef (18-073),18-073,2025-08-25T00:00:00Z,400,0,1,1,0
Hopkinson Reef (18-073),18-073,2025-08-25T00:00:00Z,400,0,2,2,0
Hopkinson Reef (18-073),18-073,2025-08-25T00:00:00Z,380,1,3,2,0
Hopkinson Reef (18-073),18-073,2025-08-25T00:00:00Z,385,0,0,3,1
U/N Reef (10-400),10-400,2025-08-25T00:00:00Z,270,0,0,0,0
U/N Reef (10-400),10-400,2025-08-25T00:00:00Z,90,0,0,2,0
U/N Reef (10-400),10-400,2025-08-25T00:00:00Z,140,0,0,0,0
U/N Reef (10-400),10-400,2025-08-25T00:00:00Z,100,0,0,0,0
Darley Reef (19-043),19-043,2025-08-25T00:00:00Z,84,0,0,0,0
Darley Reef (19-043),19-043,2025-08-25T00:00:00Z,240,0,0,0,0
Darley Reef (19-043),19-043,2025-08-25T00:00:00Z,124,0,0,0,0
Darley Reef (19-043),19-043,2025-08-25T00:00:00Z,36,0,0,0,0
Darley Reef (19-043),19-043,2025-08-25T00:00:00Z,104,0,0,0,0
Darley Reef (19-043),19-043,2025-08-25T00:00:00Z,149,0,0,0,0
Darley Reef (19-043),19-043,2025-08-25T00:00:00Z,200,0,0,0,0
Darley Reef (19-043),19-043,2025-08-25T00:00:00Z,228,0,0,0,0
Darley Reef (19-043),19-043,2025-08-25T00:00:00Z,228,0,0,0,0
Darley Reef (19-043),19-043,2025-08-25T00:00:00Z,52,0,0,0,0
Darley Reef (19-043),19-043,2025-08-25T00:00:00Z,128,0,0,0,0
Darley Reef (19-043),19-043,2025-08-25T00:00:00Z,88,0,0,0,0
Batt Reef (16-029),16-029,2025-08-25T00:00:00Z,430,7,24,8,9
Batt Reef (16-029),16-029,2025-08-25T00:00:00Z,430,7,30,13,10
Batt Reef (16-029),16-029,2025-08-25T00:00:00Z,430,6,25,11,7
Batt Reef (16-029),16-029,2025-08-25T00:00:00Z,430,12,24,11,6
Hopkinson Reef (18-073),18-073,2025-08-24T00:00:00Z,400,0,2,0,3
Hopkinson Reef (18-073),18-073,2025-08-24T00:00:00Z,250,0,0,1,0
Hopkinson Reef (18-073),18-073,2025-08-24T00:00:00Z,250,0,0,2,0
Hopkinson Reef (18-073),18-073,2025-08-24T00:00:00Z,400,0,2,0,0
One Tree Island Reef (23-055a),23-055a,2025-08-24T00:00:00Z,279,0,0,0,7
One Tree Island Reef (23-055a),23-055a,2025-08-24T00:00:00Z,404,0,0,0,4
Bushy-Redbill Reef (20-310),20-310,2025-08-24T00:00:00Z,250,0,4,32,13
Bushy-Redbill Reef (20-310),20-310,2025-08-24T00:00:00Z,355,0,12,33,27
U/N Reef (10-400),10-400,2025-08-24T00:00:00Z,225,0,0,0,0
U/N Reef (10-400),10-400,2025-08-24T00:00:00Z,420,0,1,0,0
Darley Reef (19-043),19-043,2025-08-24T00:00:00Z,240,0,1,4,3
Darley Reef (19-043),19-043,2025-08-24T00:00:00Z,136,0,0,0,0
Darley Reef (19-043),19-043,2025-08-24T00:00:00Z,224,0,0,1,0
Darley Reef (19-043),19-043,2025-08-24T00:00:00Z,164,0,0,0,0
Darley Reef (19-043),19-043,2025-08-24T00:00:00Z,240,0,10,8,5
Darley Reef (19-043),19-043,2025-08-24T00:00:00Z,188,0,0,0,0
Darley Reef (19-043),19-043,2025-08-24T00:00:00Z,136,0,0,0,0
Darley Reef (19-043),19-043,2025-08-24T00:00:00Z,64,0,0,1,0
Darley Reef (19-043),19-043,2025-08-24T00:00:00Z,44,0,0,0,0
Darley Reef (19-043),19-043,2025-08-24T00:00:00Z,168,0,0,0,0
Batt Reef (16-029),16-029,2025-08-24T00:00:00Z,430,0,2,8,7
Batt Reef (16-029),16-029,2025-08-24T00:00:00Z,430,2,6,8,6
Batt Reef (16-029),16-029,2025-08-24T00:00:00Z,430,1,4,3,10
Batt Reef (16-029),16-029,2025-08-24T00:00:00Z,430,0,2,8,3
Hopkinson Reef (18-073),18-073,2025-08-23T00:00:00Z,400,0,1,1,0
Hopkinson Reef (18-073),18-073,2025-08-23T00:00:00Z,400,0,0,4,1
Hopkinson Reef (18-073),18-073,2025-08-23T00:00:00Z,400,1,3,3,1
Hopkinson Reef (18-073),18-073,2025-08-23T00:00:00Z,400,0,2,1,2
U/N Reef (21-551),21-551,2025-08-23T00:00:00Z,462,1,0,1,0
Bushy-Redbill Reef (20-310),20-310,2025-08-23T00:00:00Z,345,2,16,51,28
Bushy-Redbill Reef (20-310),20-310,2025-08-23T00:00:00Z,290,4,18,7,0
Bushy-Redbill Reef (20-310),20-310,2025-08-23T00:00:00Z,309,0,16,56,20
Bushy-Redbill Reef (20-310),20-310,2025-08-23T00:00:00Z,255,6,22,11,0
U/N Reef (10-386),10-386,2025-08-23T00:00:00Z,330,0,6,10,2
U/N Reef (10-386),10-386,2025-08-23T00:00:00Z,350,1,0,1,0
U/N Reef (10-386),10-386,2025-08-23T00:00:00Z,360,0,5,2,10
U/N Reef (10-386),10-386,2025-08-23T00:00:00Z,180,1,1,1,1
U/N Reef (10-386),10-386,2025-08-23T00:00:00Z,120,0,1,0,0
U/N Reef (10-386),10-386,2025-08-23T00:00:00Z,320,1,5,2,0
Hopkinson Reef (18-073),18-073,2025-08-22T00:00:00Z,400,0,2,1,0
Hopkinson Reef (18-073),18-073,2025-08-22T00:00:00Z,400,0,0,2,5
Hopkinson Reef (18-073),18-073,2025-08-22T00:00:00Z,400,0,1,6,3
Hopkinson Reef (18-073),18-073,2025-08-22T00:00:00Z,400,0,3,2,6
U/N Reef (21-551),21-551,2025-08-22T00:00:00Z,490,2,2,9,62
U/N Reef (21-551),21-551,2025-08-22T00:00:00Z,481,0,5,4,4
U/N Reef (21-551),21-551,2025-08-22T00:00:00Z,500,1,3,11,13
U/N Reef (21-551),21-551,2025-08-22T00:00:00Z,456,0,1,4,88
U/N Reef (21-057),21-057,2025-08-22T00:00:00Z,570,0,1,3,10
U/N Reef (21-057),21-057,2025-08-22T00:00:00Z,534,0,0,1,8
U/N Reef (21-057),21-057,2025-08-22T00:00:00Z,270,0,0,3,2
U/N Reef (21-057),21-057,2025-08-22T00:00:00Z,336,0,0,2,1
U/N Reef (10-386),10-386,2025-08-22T00:00:00Z,120,0,3,2,1
U/N Reef (10-386),10-386,2025-08-22T00:00:00Z,120,0,5,1,3
U/N Reef (10-384),10-384,2025-08-22T00:00:00Z,360,1,5,0,0
U/N Reef (10-384),10-384,2025-08-22T00:00:00Z,360,0,7,17,6
U/N Reef (10-386),10-386,2025-08-22T00:00:00Z,120,1,3,1,0
U/N Reef (10-384),10-384,2025-08-22T00:00:00Z,360,2,2,1,0
Davies Reef (18-096),18-096,2025-08-22T00:00:00Z,204,0,0,2,3
Davies Reef (18-096),18-096,2025-08-22T00:00:00Z,200,0,0,0,2
Mackay Reef (16-015),16-015,2025-08-22T00:00:00Z,435,0,10,4,4
Mackay Reef (16-015),16-015,2025-08-22T00:00:00Z,435,0,7,7,2
Hopkinson Reef (18-073),18-073,2025-08-21T00:00:00Z,400,0,4,3,0
Hopkinson Reef (18-073),18-073,2025-08-21T00:00:00Z,400,2,2,13,3
Hopkinson Reef (18-073),18-073,2025-08-21T00:00:00Z,400,1,5,14,6
Hopkinson Reef (18-073),18-073,2025-08-21T00:00:00Z,400,0,1,2,3
U/N Reef (21-551),21-551,2025-08-21T00:00:00Z,378,0,1,8,74
U/N Reef (21-551),21-551,2025-08-21T00:00:00Z,548,0,1,1,0
U/N Reef (21-551),21-551,2025-08-21T00:00:00Z,412,2,3,5,2
U/N Reef (20-386),20-386,2025-08-21T00:00:00Z,315,0,0,2,17
U/N Reef (20-386),20-386,2025-08-21T00:00:00Z,70,0,0,0,3
U/N Reef (20-386),20-386,2025-08-21T00:00:00Z,76,0,0,0,2
U/N Reef (20-386),20-386,2025-08-21T00:00:00Z,240,0,1,0,5
U/N Reef (20-386),20-386,2025-08-21T00:00:00Z,290,0,0,6,40
U/N Reef (20-386),20-386,2025-08-21T00:00:00Z,235,0,1,0,1
U/N Reef (20-386),20-386,2025-08-21T00:00:00Z,555,0,0,9,57
U/N Reef (10-384),10-384,2025-08-21T00:00:00Z,410,1,3,1,0
U/N Reef (10-384),10-384,2025-08-21T00:00:00Z,235,1,8,3,4
U/N Reef (10-384),10-384,2025-08-21T00:00:00Z,420,0,5,5,3
U/N Reef (10-384),10-384,2025-08-21T00:00:00Z,235,1,2,4,3
U/N Reef (10-386),10-386,2025-08-21T00:00:00Z,100,1,0,0,0
Davies Reef (18-096),18-096,2025-08-21T00:00:00Z,240,0,1,0,2
Davies Reef (18-096),18-096,2025-08-21T00:00:00Z,220,0,0,0,0
Evening Reef (15-095),15-095,2025-08-21T00:00:00Z,430,1,4,12,12
Evening Reef (15-095),15-095,2025-08-21T00:00:00Z,250,10,4,0,0
Evening Reef (15-095),15-095,2025-08-21T00:00:00Z,200,4,2,5,0
Evening Reef (15-095),15-095,2025-08-21T00:00:00Z,450,15,9,1,2
Evening Reef (15-095),15-095,2025-08-21T00:00:00Z,430,1,2,10,5
Little Kelso Reef (18-031),18-031,2025-08-20T00:00:00Z,350,1,1,1,0
Little Kelso Reef (18-031),18-031,2025-08-20T00:00:00Z,350,0,13,3,0
Little Kelso Reef (18-031),18-031,2025-08-20T00:00:00Z,350,1,3,4,2
Little Kelso Reef (18-031),18-031,2025-08-20T00:00:00Z,350,0,2,2,1
U/N Reef (21-551),21-551,2025-08-20T00:00:00Z,406,1,2,3,25
U/N Reef (21-551),21-551,2025-08-20T00:00:00Z,419,0,5,5,58
U/N Reef (20-386),20-386,2025-08-20T00:00:00Z,454,0,0,5,11
U/N Reef (20-386),20-386,2025-08-20T00:00:00Z,224,0,0,0,1
U/N Reef (20-386),20-386,2025-08-20T00:00:00Z,200,0,0,2,1
U/N Reef (20-386),20-386,2025-08-20T00:00:00Z,295,0,0,3,23
U/N Reef (20-386),20-386,2025-08-20T00:00:00Z,305,0,0,2,26
U/N Reef (20-386),20-386,2025-08-20T00:00:00Z,215,0,0,1,13
U/N Reef (20-386),20-386,2025-08-20T00:00:00Z,270,0,0,1,12
U/N Reef (10-384),10-384,2025-08-20T00:00:00Z,190,1,9,1,0
U/N Reef (10-384),10-384,2025-08-20T00:00:00Z,360,2,9,12,11
U/N Reef (10-384),10-384,2025-08-20T00:00:00Z,180,2,2,1,0
U/N Reef (10-384),10-384,2025-08-20T00:00:00Z,300,0,9,0,0
U/N Reef (10-384),10-384,2025-08-20T00:00:00Z,240,0,5,2,1
U/N Reef (10-384),10-384,2025-08-20T00:00:00Z,180,2,1,2,1
U/N Reef (10-384),10-384,2025-08-20T00:00:00Z,60,0,0,0,0
Davies Reef (18-096),18-096,2025-08-20T00:00:00Z,200,0,1,1,3
Davies Reef (18-096),18-096,2025-08-20T00:00:00Z,220,0,0,0,1
Davies Reef (18-096),18-096,2025-08-20T00:00:00Z,180,0,1,3,1
Davies Reef (18-096),18-096,2025-08-20T00:00:00Z,200,0,0,2,1
Davies Reef (18-096),18-096,2025-08-20T00:00:00Z,200,0,0,0,3
Davies Reef (18-096),18-096,2025-08-20T00:00:00Z,200,0,0,0,4
Irene Reef (15-084),15-084,2025-08-20T00:00:00Z,405,4,4,19,8
Irene Reef (15-084),15-084,2025-08-20T00:00:00Z,360,0,4,18,13
Irene Reef (15-084),15-084,2025-08-20T00:00:00Z,250,0,1,4,3
Irene Reef (15-084),15-084,2025-08-20T00:00:00Z,430,4,9,9,25
Little Kelso Reef (18-031),18-031,2025-08-19T00:00:00Z,400,1,8,10,1
Little Kelso Reef (18-031),18-031,2025-08-19T00:00:00Z,400,4,8,6,0
Little Kelso Reef (18-031),18-031,2025-08-19T00:00:00Z,250,1,3,1,0
Little Kelso Reef (18-031),18-031,2025-08-19T00:00:00Z,250,0,1,6,0
U/N Reef (21-551),21-551,2025-08-19T00:00:00Z,401,1,2,3,33
U/N Reef (21-551),21-551,2025-08-19T00:00:00Z,472,1,5,11,77
U/N Reef (21-551),21-551,2025-08-19T00:00:00Z,310,1,0,9,36
U/N Reef (21-551),21-551,2025-08-19T00:00:00Z,475,1,3,15,70
U/N Reef (20-386),20-386,2025-08-19T00:00:00Z,165,0,0,0,1
U/N Reef (20-386),20-386,2025-08-19T00:00:00Z,255,0,0,0,4
U/N Reef (10-386),10-386,2025-08-19T00:00:00Z,186,0,9,8,1
U/N Reef (10-384),10-384,2025-08-19T00:00:00Z,390,1,12,13,2
U/N Reef (10-386),10-386,2025-08-19T00:00:00Z,186,0,4,4,0
U/N Reef (10-384),10-384,2025-08-19T00:00:00Z,385,1,6,17,6
U/N Reef (10-386),10-386,2025-08-19T00:00:00Z,231,1,7,5,1
U/N Reef (10-386),10-386,2025-08-19T00:00:00Z,300,0,2,8,1
Banfield Reef (North) (18-105a),18-105a,2025-08-19T00:00:00Z,240,3,8,5,1
Banfield Reef (North) (18-105a),18-105a,2025-08-19T00:00:00Z,200,0,1,5,2
Banfield Reef (North) (18-105a),18-105a,2025-08-19T00:00:00Z,172,2,0,3,2
Banfield Reef (North) (18-105a),18-105a,2025-08-19T00:00:00Z,220,2,1,3,1
Irene Reef (15-084),15-084,2025-08-19T00:00:00Z,430,11,21,29,13
Irene Reef (15-084),15-084,2025-08-19T00:00:00Z,430,8,15,26,27
Irene Reef (15-084),15-084,2025-08-19T00:00:00Z,430,7,18,22,21
Irene Reef (15-084),15-084,2025-08-19T00:00:00Z,430,5,18,25,16
Barnett Patches (18-019),18-019,2025-08-18T00:00:00Z,400,0,0,0,0
Barnett Patches (18-019),18-019,2025-08-18T00:00:00Z,400,1,0,1,0
Barnett Patches (18-019),18-019,2025-08-18T00:00:00Z,400,1,0,0,1
Barnett Patches (18-019),18-019,2025-08-18T00:00:00Z,400,0,0,0,1
U/N Reef (21-551),21-551,2025-08-18T00:00:00Z,413,2,3,5,3
U/N Reef (21-551),21-551,2025-08-18T00:00:00Z,270,0,2,6,7
U/N Reef (21-551),21-551,2025-08-18T00:00:00Z,169,1,0,0,1
U/N Reef (21-094),21-094,2025-08-18T00:00:00Z,240,0,0,0,0
U/N Reef (21-094),21-094,2025-08-18T00:00:00Z,255,0,0,0,0
U/N Reef (21-094),21-094,2025-08-18T00:00:00Z,513,1,0,0,0
U/N Reef (21-092),21-092,2025-08-18T00:00:00Z,275,0,0,0,3
U/N Reef (21-092),21-092,2025-08-18T00:00:00Z,265,0,0,0,0
U/N Reef (21-094),21-094,2025-08-18T00:00:00Z,565,0,0,0,1
Evening Reef (15-095),15-095,2025-08-18T00:00:00Z,430,4,3,8,6
Evening Reef (15-095),15-095,2025-08-18T00:00:00Z,430,1,5,2,4
Evening Reef (15-095),15-095,2025-08-18T00:00:00Z,402,0,7,30,53
Evening Reef (15-095),15-095,2025-08-18T00:00:00Z,430,0,8,18,23
Barnett Patches (18-019),18-019,2025-08-17T00:00:00Z,380,8,0,0,1
Barnett Patches (18-019),18-019,2025-08-17T00:00:00Z,360,2,0,0,0
Barnett Patches (18-019),18-019,2025-08-17T00:00:00Z,400,1,0,0,0
Barnett Patches (18-019),18-019,2025-08-17T00:00:00Z,380,1,0,0,0
U/N Reef (21-094),21-094,2025-08-17T00:00:00Z,250,0,0,0,0
U/N Reef (21-094),21-094,2025-08-17T00:00:00Z,215,0,0,0,0
U/N Reef (21-094),21-094,2025-08-17T00:00:00Z,560,0,0,0,0
U/N Reef (21-094),21-094,2025-08-17T00:00:00Z,265,1,1,2,0
U/N Reef (21-094),21-094,2025-08-17T00:00:00Z,230,0,0,0,0
Evening Reef (15-095),15-095,2025-08-17T00:00:00Z,20,0,0,0,0
Evening Reef (15-095),15-095,2025-08-17T00:00:00Z,20,0,0,0,0
Barnett Patches (18-019),18-019,2025-08-16T00:00:00Z,400,0,0,0,0
Barnett Patches (18-019),18-019,2025-08-16T00:00:00Z,640,2,0,1,0
Barnett Patches (18-019),18-019,2025-08-16T00:00:00Z,400,1,0,0,2
Barnett Patches (18-019),18-019,2025-08-16T00:00:00Z,160,2,0,1,0
Fitzroy Reef (23-077),23-077,2025-08-16T00:00:00Z,475,0,5,2,2
Fitzroy Reef (23-077),23-077,2025-08-16T00:00:00Z,466,0,2,2,4
Fitzroy Reef (23-077),23-077,2025-08-16T00:00:00Z,565,1,1,0,0
U/N Reef (21-441),21-441,2025-08-16T00:00:00Z,220,0,0,1,2
U/N Reef (21-441),21-441,2025-08-16T00:00:00Z,180,0,0,0,0
Spitfire Reefs (East) (16-012b),16-012b,2025-08-16T00:00:00Z,405,2,13,6,7
Spitfire Reefs (East) (16-012b),16-012b,2025-08-16T00:00:00Z,405,4,7,8,11
Spitfire Reefs (East) (16-012b),16-012b,2025-08-16T00:00:00Z,405,4,8,7,2
Hall-Thompson Reef (17-037),17-037,2025-08-15T00:00:00Z,400,0,2,0,0
Hall-Thompson Reef (17-037),17-037,2025-08-15T00:00:00Z,400,0,0,0,0
Fitzroy Reef (23-077),23-077,2025-08-15T00:00:00Z,529,2,5,5,10
Fitzroy Reef (23-077),23-077,2025-08-15T00:00:00Z,339,4,6,2,3
Fitzroy Reef (23-077),23-077,2025-08-15T00:00:00Z,561,4,12,4,2
Fitzroy Reef (23-077),23-077,2025-08-15T00:00:00Z,560,2,12,7,3
U/N Reef (21-441),21-441,2025-08-15T00:00:00Z,295,0,0,0,0
U/N Reef (21-441),21-441,2025-08-15T00:00:00Z,270,0,0,0,0
U/N Reef (21-441),21-441,2025-08-15T00:00:00Z,250,0,0,0,0
U/N Reef (21-441),21-441,2025-08-15T00:00:00Z,265,0,0,0,0
Batt Reef (16-029),16-029,2025-08-15T00:00:00Z,450,1,3,12,7
Batt Reef (16-029),16-029,2025-08-15T00:00:00Z,450,3,13,15,3
Batt Reef (16-029),16-029,2025-08-15T00:00:00Z,450,1,5,2,1
Batt Reef (16-029),16-029,2025-08-15T00:00:00Z,406,1,8,7,5
Briggs Reef (16-074),16-074,2025-08-14T00:00:00Z,400,1,11,14,12
Briggs Reef (16-074),16-074,2025-08-14T00:00:00Z,400,0,8,11,18
Fitzroy Reef (23-077),23-077,2025-08-14T00:00:00Z,408,0,1,2,8
Fitzroy Reef (23-077),23-077,2025-08-14T00:00:00Z,428,0,4,2,9
Fitzroy Reef (23-077),23-077,2025-08-14T00:00:00Z,428,2,3,2,3
Fitzroy Reef (23-077),23-077,2025-08-14T00:00:00Z,459,1,2,3,7
U/N Reef (21-465),21-465,2025-08-14T00:00:00Z,580,0,0,0,1
U/N Reef (21-465),21-465,2025-08-14T00:00:00Z,452,0,0,3,1
U/N Reef (21-465),21-465,2025-08-14T00:00:00Z,400,1,0,1,1
Batt Reef (16-029),16-029,2025-08-14T00:00:00Z,450,1,16,16,10
Batt Reef (16-029),16-029,2025-08-14T00:00:00Z,450,1,18,27,8
Davies Reef (18-096),18-096,2025-08-10T00:00:00Z,220,0,6,3,0
Davies Reef (18-096),18-096,2025-08-10T00:00:00Z,200,2,7,1,0
Davies Reef (18-096),18-096,2025-08-10T00:00:00Z,200,0,2,2,0
Davies Reef (18-096),18-096,2025-08-10T00:00:00Z,200,0,1,1,0
Davies Reef (18-096),18-096,2025-08-09T00:00:00Z,220,0,0,1,2
Davies Reef (18-096),18-096,2025-08-09T00:00:00Z,224,1,1,2,0
Davies Reef (18-096),18-096,2025-08-09T00:00:00Z,212,0,0,2,1
Davies Reef (18-096),18-096,2025-08-09T00:00:00Z,240,2,4,4,0
Davies Reef (18-096),18-096,2025-08-09T00:00:00Z,240,0,4,1,2
Davies Reef (18-096),18-096,2025-08-09T00:00:00Z,240,0,5,4,1
Davies Reef (18-096),18-096,2025-08-09T00:00:00Z,240,0,4,4,1
Davies Reef (18-096),18-096,2025-08-09T00:00:00Z,200,0,1,3,1
Heron Reef (23-052a),23-052a,2025-08-08T00:00:00Z,420,0,1,1,1
Davies Reef (18-096),18-096,2025-08-08T00:00:00Z,184,0,0,0,1
Davies Reef (18-096),18-096,2025-08-08T00:00:00Z,160,0,0,0,1
Davies Reef (18-096),18-096,2025-08-08T00:00:00Z,200,0,0,0,3
Davies Reef (18-096),18-096,2025-08-08T00:00:00Z,200,0,1,1,0
Davies Reef (18-096),18-096,2025-08-08T00:00:00Z,220,0,2,2,2
Davies Reef (18-096),18-096,2025-08-08T00:00:00Z,240,0,3,4,3
Davies Reef (18-096),18-096,2025-08-08T00:00:00Z,200,1,2,0,0
Davies Reef (18-096),18-096,2025-08-08T00:00:00Z,224,1,2,0,1
Llewellyn Reef (23-078),23-078,2025-08-07T00:00:00Z,140,0,0,4,2
Fitzroy Reef (23-077),23-077,2025-08-07T00:00:00Z,532,1,2,15,7
Llewellyn Reef (23-078),23-078,2025-08-07T00:00:00Z,240,0,0,3,13
Llewellyn Reef (23-078),23-078,2025-08-07T00:00:00Z,104,0,0,0,0
Llewellyn Reef (23-078),23-078,2025-08-07T00:00:00Z,80,0,0,0,3
Llewellyn Reef (23-078),23-078,2025-08-07T00:00:00Z,448,0,0,0,1
Davies Reef (18-096),18-096,2025-08-07T00:00:00Z,186,0,0,0,0
Davies Reef (18-096),18-096,2025-08-07T00:00:00Z,184,0,0,0,0
Davies Reef (18-096),18-096,2025-08-07T00:00:00Z,200,0,1,1,0
Davies Reef (18-096),18-096,2025-08-07T00:00:00Z,220,0,2,1,0
Llewellyn Reef (23-078),23-078,2025-08-06T00:00:00Z,406,1,2,1,1
Llewellyn Reef (23-078),23-078,2025-08-06T00:00:00Z,441,0,4,4,3
Lamont Reef (23-076),23-076,2025-08-06T00:00:00Z,430,1,0,4,24
Lamont Reef (23-076),23-076,2025-08-06T00:00:00Z,445,0,0,0,11
Banfield Reef (North) (18-105a),18-105a,2025-08-06T00:00:00Z,176,0,8,18,11
Banfield Reef (North) (18-105a),18-105a,2025-08-06T00:00:00Z,208,1,7,15,14
Banfield Reef (North) (18-105a),18-105a,2025-08-06T00:00:00Z,200,0,7,30,27
Banfield Reef (North) (18-105a),18-105a,2025-08-06T00:00:00Z,180,3,4,6,5
Banfield Reef (North) (18-105a),18-105a,2025-08-06T00:00:00Z,240,0,10,5,3
Banfield Reef (North) (18-105a),18-105a,2025-08-06T00:00:00Z,192,0,2,15,13
Banfield Reef (North) (18-105a),18-105a,2025-08-06T00:00:00Z,180,1,8,6,6
Banfield Reef (North) (18-105a),18-105a,2025-08-06T00:00:00Z,162,2,4,10,14
Banfield Reef (North) (18-105a),18-105a,2025-08-06T00:00:00Z,224,0,2,0,0
Banfield Reef (North) (18-105a),18-105a,2025-08-06T00:00:00Z,188,5,13,4,3
Briggs Reef (16-074),16-074,2025-08-05T00:00:00Z,400,0,6,0,0
Briggs Reef (16-074),16-074,2025-08-05T00:00:00Z,400,2,3,3,0
Briggs Reef (16-074),16-074,2025-08-05T00:00:00Z,400,3,7,7,0
Briggs Reef (16-074),16-074,2025-08-05T00:00:00Z,400,0,1,1,0
Lamont Reef (23-076),23-076,2025-08-05T00:00:00Z,480,0,4,4,9
Lamont Reef (23-076),23-076,2025-08-05T00:00:00Z,508,0,3,4,8
Lamont Reef (23-076),23-076,2025-08-05T00:00:00Z,480,0,3,6,7
Judith Wright Reef (18-101),18-101,2025-08-05T00:00:00Z,220,2,7,3,1
Judith Wright Reef (18-101),18-101,2025-08-05T00:00:00Z,240,4,8,9,5
Judith Wright Reef (18-101),18-101,2025-08-05T00:00:00Z,200,2,8,2,0
