ReefName,Year,LOD_sample_positive,Conc_mean
Lizard Island Reef (Lagoon) (14-116d),2021,0,0
Lizard Island Reef (Lagoon) (14-116d),2021,1,7.509226964
Lizard Island Reef (Lagoon) (14-116d),2021,0,0
Lizard Island Reef (Lagoon) (14-116d),2021,1,7.364140808
Lizard Island Reef (Lagoon) (14-116d),2021,0,0
Lizard Island Reef (Lagoon) (14-116d),2021,0,0
Lizard Island Reef (Lagoon) (14-116d),2021,1,7.541639277
Lizard Island Reef (Lagoon) (14-116d),2021,0,0
Lizard Island Reef (Lagoon) (14-116d),2021,1,22.61102663
Lizard Island Reef (Lagoon) (14-116d),2021,1,7.529733034
Lizard Island Reef (Lagoon) (14-116d),2021,1,14.9576698
Lizard Island Reef (Lagoon) (14-116d),2021,1,7.500928241
Lizard Island Reef (Lagoon) (14-116d),2021,0,0
Lizard Island Reef (Lagoon) (14-116d),2021,1,99.03464497
Lizard Island Reef (Lagoon) (14-116d),2021,1,7.453721706
Lizard Island Reef (Lagoon) (14-116d),2021,1,23.25643096
Lizard Island Reef (Lagoon) (14-116d),2021,0,0
Lizard Island Reef (Lagoon) (14-116d),2021,1,7.621108949
Yonge Reef (14-138),2021,0,0
Yonge Reef (14-138),2021,0,0
Yonge Reef (14-138),2021,0,0
Yonge Reef (14-138),2021,0,0
Yonge Reef (14-138),2021,0,0
Yonge Reef (14-138),2021,0,0
Yonge Reef (14-138),2021,0,0
Yonge Reef (14-138),2021,0,0
Yonge Reef (14-138),2021,0,0
Yonge Reef (14-138),2021,0,0
Yonge Reef (14-138),2021,0,0
Yonge Reef (14-138),2021,0,0
Yonge Reef (14-138),2021,0,0
Yonge Reef (14-138),2021,0,0
Yonge Reef (14-138),2021,0,0
Yonge Reef (14-138),2021,0,0
Yonge Reef (14-138),2021,0,0
Yonge Reef (14-138),2021,0,0
Yonge Reef (14-138),2021,0,0
Yonge Reef (14-138),2021,0,0
Yonge Reef (14-138),2021,0,0
Yonge Reef (14-138),2021,0,0
Yonge Reef (14-138),2021,0,0
Yonge Reef (14-138),2021,0,0
Yonge Reef (14-138),2021,0,0
Yonge Reef (14-138),2021,0,0
Yonge Reef (14-138),2021,0,0
Yonge Reef (14-138),2021,0,0
Yonge Reef (14-138),2021,0,0
Yonge Reef (14-138),2021,0,0
Yonge Reef (14-138),2021,0,0
Yonge Reef (14-138),2021,0,0
Yonge Reef (14-138),2021,0,0
Yonge Reef (14-138),2021,0,0
Yonge Reef (14-138),2021,0,0
Yonge Reef (14-138),2021,0,0
Lizard Island Reef (Lagoon) (14-116d),2021,0,0
Lizard Island Reef (Lagoon) (14-116d),2021,0,0
Lizard Island Reef (Lagoon) (14-116d),2021,0,0
Lizard Island Reef (Lagoon) (14-116d),2021,0,0
Lizard Island Reef (Lagoon) (14-116d),2021,0,0
Lizard Island Reef (Lagoon) (14-116d),2021,1,7.653168604
Lizard Island Reef (Lagoon) (14-116d),2021,0,0
Lizard Island Reef (Lagoon) (14-116d),2021,1,7.717766428
Lizard Island Reef (Lagoon) (14-116d),2021,0,0
Lizard Island Reef (Lagoon) (14-116d),2021,0,0
Lizard Island Reef (Lagoon) (14-116d),2021,0,0
Lizard Island Reef (Lagoon) (14-116d),2021,0,0
Lizard Island Reef (Lagoon) (14-116d),2021,0,0
Lizard Island Reef (Lagoon) (14-116d),2021,0,0
Lizard Island Reef (Lagoon) (14-116d),2021,0,0
Eyrie Reef (14-118),2021,1,7.542606298
Eyrie Reef (14-118),2021,1,7.699246887
Eyrie Reef (14-118),2021,1,7.77283627
Eyrie Reef (14-118),2021,1,7.776946798
Eyrie Reef (14-118),2021,1,7.486925957
Eyrie Reef (14-118),2021,1,15.60926879
Eyrie Reef (14-118),2021,0,0
Eyrie Reef (14-118),2021,0,0
Eyrie Reef (14-118),2021,1,7.616832694
Eyrie Reef (14-118),2021,1,7.317724628
Eyrie Reef (14-118),2021,0,0
Eyrie Reef (14-118),2021,0,0
Eyrie Reef (14-118),2021,0,0
Eyrie Reef (14-118),2021,0,0
Eyrie Reef (14-118),2021,0,0
Eyrie Reef (14-118),2021,1,15.11137081
Eyrie Reef (14-118),2021,0,0
Eyrie Reef (14-118),2021,1,7.592255395
Eyrie Reef (14-118),2021,1,7.535198799
Eyrie Reef (14-118),2021,0,0
Eyrie Reef (14-118),2021,1,7.713381046
Eyrie Reef (14-118),2021,1,7.679479025
Eyrie Reef (14-118),2021,1,15.46563151
Eyrie Reef (14-118),2021,1,7.629346026
Eyrie Reef (14-118),2021,1,44.28141029
Eyrie Reef (14-118),2021,1,22.59236374
Eyrie Reef (14-118),2021,1,15.12558824
Eyrie Reef (14-118),2021,1,38.13079398
Eyrie Reef (14-118),2021,1,7.533912023
Eyrie Reef (14-118),2021,1,70.45819344
Eyrie Reef (14-118),2021,1,22.41797825
Eyrie Reef (14-118),2021,1,22.53535236
Eyrie Reef (14-118),2021,1,15.20577212
Eyrie Reef (14-118),2021,1,30.18707219
Eyrie Reef (14-118),2021,0,0
Eyrie Reef (14-118),2021,1,7.531982683
Lizard Island Reef (Lagoon) (14-116d),2021,0,0
Lizard Island Reef (Lagoon) (14-116d),2021,1,134.3079777
Lizard Island Reef (Lagoon) (14-116d),2021,0,0
Lizard Island Reef (Lagoon) (14-116d),2021,1,22.41513074
Lizard Island Reef (Lagoon) (14-116d),2021,1,7.520106887
Lizard Island Reef (Lagoon) (14-116d),2021,0,0
Lizard Island Reef (Lagoon) (14-116d),2021,0,0
Lizard Island Reef (Lagoon) (14-116d),2021,1,38.20623037
Lizard Island Reef (Lagoon) (14-116d),2021,0,0
Lizard Island Reef (Lagoon) (14-116d),2021,1,10.91716962
Lizard Island Reef (Lagoon) (14-116d),2021,0,0
Lizard Island Reef (Lagoon) (14-116d),2021,0,0
Lizard Island Reef (Lagoon) (14-116d),2021,1,11.69415117
Lizard Island Reef (Lagoon) (14-116d),2021,0,0
Lizard Island Reef (Lagoon) (14-116d),2021,0,0
Lizard Island Reef (North East) (14-116b),2021,0,0
Lizard Island Reef (North East) (14-116b),2021,0,0
Lizard Island Reef (North East) (14-116b),2021,1,20.58326103
Lizard Island Reef (North East) (14-116b),2021,0,0
Lizard Island Reef (North East) (14-116b),2021,0,0
Lizard Island Reef (North East) (14-116b),2021,0,0
Lizard Island Reef (North East) (14-116b),2021,0,0
Lizard Island Reef (North East) (14-116b),2021,0,0
Lizard Island Reef (North East) (14-116b),2021,0,0
Lizard Island Reef (North East) (14-116b),2021,0,0
Lizard Island Reef (North East) (14-116b),2021,0,0
Lizard Island Reef (North East) (14-116b),2021,0,0
Lizard Island Reef (North East) (14-116b),2021,1,13.3039759
Lizard Island Reef (North East) (14-116b),2021,0,0
Lizard Island Reef (North East) (14-116b),2021,1,9.51503455
Lizard Island Reef (North West) (14-116a),2021,1,80.71709668
Lizard Island Reef (North West) (14-116a),2021,1,16.15587186
Lizard Island Reef (North West) (14-116a),2021,1,112.9593113
Lizard Island Reef (North West) (14-116a),2021,1,70.24272307
Lizard Island Reef (North West) (14-116a),2021,1,32.75422906
Lizard Island Reef (North West) (14-116a),2021,1,26.17698672
Lizard Island Reef (North West) (14-116a),2021,1,19.22753009
Lizard Island Reef (North West) (14-116a),2021,1,188.032815
Lizard Island Reef (North West) (14-116a),2021,1,208.0584115
Lizard Island Reef (North West) (14-116a),2021,1,14.19543807
Lizard Island Reef (North West) (14-116a),2021,1,25.41204644
Lizard Island Reef (North West) (14-116a),2021,1,61.07955234
Lizard Island Reef (North West) (14-116a),2021,1,366.2362766
Lizard Island Reef (North West) (14-116a),2021,1,29.67305249
Lizard Island Reef (North West) (14-116a),2021,1,54.61393924
North Direction Reef (14-143),2021,0,0
North Direction Reef (14-143),2021,0,0
North Direction Reef (14-143),2021,0,0
North Direction Reef (14-143),2021,1,7.62703785
North Direction Reef (14-143),2021,1,22.7423295
North Direction Reef (14-143),2021,1,39.16955341
North Direction Reef (14-143),2021,1,7.454036548
North Direction Reef (14-143),2021,0,0
North Direction Reef (14-143),2021,1,7.379846869
North Direction Reef (14-143),2021,1,7.97589154
North Direction Reef (14-143),2021,1,47.07297119
North Direction Reef (14-143),2021,1,7.430184133
North Direction Reef (14-143),2021,0,0
North Direction Reef (14-143),2021,0,0
North Direction Reef (14-143),2021,0,0
North Direction Reef (14-143),2021,0,0
North Direction Reef (14-143),2021,0,0
North Direction Reef (14-143),2021,0,0
North Direction Reef (14-143),2021,0,0
North Direction Reef (14-143),2021,0,0
North Direction Reef (14-143),2021,0,0
North Direction Reef (14-143),2021,1,7.568809945
North Direction Reef (14-143),2021,0,0
North Direction Reef (14-143),2021,0,0
North Direction Reef (14-143),2021,0,0
North Direction Reef (14-143),2021,1,7.567836193
North Direction Reef (14-143),2021,0,0
North Direction Reef (14-143),2021,0,0
North Direction Reef (14-143),2021,1,14.97353429
North Direction Reef (14-143),2021,0,0
North Direction Reef (14-143),2021,0,0
North Direction Reef (14-143),2021,0,0
North Direction Reef (14-143),2021,0,0
North Direction Reef (14-143),2021,0,0
North Direction Reef (14-143),2021,0,0
North Direction Reef (14-143),2021,0,0
Lizard Island Reef (Lagoon) (14-116d),2021,0,0
Lizard Island Reef (Lagoon) (14-116d),2021,0,0
Lizard Island Reef (Lagoon) (14-116d),2021,0,0
Lizard Island Reef (Lagoon) (14-116d),2021,0,0
Lizard Island Reef (Lagoon) (14-116d),2021,1,7.576283708
Lizard Island Reef (Lagoon) (14-116d),2021,0,0
Lizard Island Reef (Lagoon) (14-116d),2021,0,0
Lizard Island Reef (Lagoon) (14-116d),2021,0,0
Lizard Island Reef (Lagoon) (14-116d),2021,1,8.10520557
Lizard Island Reef (Lagoon) (14-116d),2021,0,0
Lizard Island Reef (Lagoon) (14-116d),2021,1,8.137722822
Lizard Island Reef (Lagoon) (14-116d),2021,1,7.703279929
Lizard Island Reef (Lagoon) (14-116d),2021,0,0
Lizard Island Reef (Lagoon) (14-116d),2021,0,0
Lizard Island Reef (Lagoon) (14-116d),2021,0,0
Lizard Island Reef (North East) (14-116b),2021,0,0
Lizard Island Reef (North East) (14-116b),2021,1,15.4914268
Lizard Island Reef (North East) (14-116b),2021,1,23.30003589
Lizard Island Reef (North East) (14-116b),2021,1,7.829392323
Lizard Island Reef (North East) (14-116b),2021,1,24.08223283
Lizard Island Reef (North East) (14-116b),2021,0,0
Lizard Island Reef (North East) (14-116b),2021,0,0
Lizard Island Reef (North East) (14-116b),2021,1,7.801701552
Lizard Island Reef (North East) (14-116b),2021,0,0
Lizard Island Reef (North East) (14-116b),2021,1,15.15484463
Lizard Island Reef (North East) (14-116b),2021,0,0
Lizard Island Reef (North East) (14-116b),2021,1,7.83251984
Lizard Island Reef (North East) (14-116b),2021,1,7.786898544
Lizard Island Reef (North East) (14-116b),2021,1,8.06004194
Lizard Island Reef (North East) (14-116b),2021,0,0
Lizard Island Reef (Lagoon) (14-116d),2021,1,32.11900227
Lizard Island Reef (Lagoon) (14-116d),2021,1,8.276261614
Lizard Island Reef (Lagoon) (14-116d),2021,1,15.96014028
Lizard Island Reef (Lagoon) (14-116d),2021,1,24.5283982
Lizard Island Reef (Lagoon) (14-116d),2021,1,16.07445937
Lizard Island Reef (Lagoon) (14-116d),2021,1,23.39062741
Lizard Island Reef (Lagoon) (14-116d),2021,1,38.88366432
Lizard Island Reef (Lagoon) (14-116d),2021,1,16.45336706
Lizard Island Reef (Lagoon) (14-116d),2021,1,15.94709817
Lizard Island Reef (Lagoon) (14-116d),2021,0,0
Lizard Island Reef (Lagoon) (14-116d),2021,1,32.79370055
Lizard Island Reef (Lagoon) (14-116d),2021,1,32.71140095
Lizard Island Reef (Lagoon) (14-116d),2021,1,25.01053425
Lizard Island Reef (Lagoon) (14-116d),2021,1,8.412775643
Lizard Island Reef (Lagoon) (14-116d),2021,1,7.769756225
McSweeney Reef (11-016),2021,1,1249.053622
McSweeney Reef (11-016),2021,1,2557.42274
McSweeney Reef (11-016),2021,1,1002.043137
McSweeney Reef (11-016),2021,1,1094.696511
McSweeney Reef (11-016),2021,1,2197.995275
McSweeney Reef (11-016),2021,1,1337.173208
McSweeney Reef (11-016),2021,1,2291.938604
McSweeney Reef (11-016),2021,1,1962.962351
McSweeney Reef (11-016),2021,1,3564.981501
McSweeney Reef (11-016),2021,1,2166.12333
McSweeney Reef (11-016),2021,1,2365.917417
McSweeney Reef (11-016),2021,1,2078.42823
McSweeney Reef (11-016),2021,1,657.3564968
McSweeney Reef (11-016),2021,1,936.1470858
McSweeney Reef (11-016),2021,1,369.8001725
McSweeney Reef (11-016),2021,1,425.5877085
McSweeney Reef (11-016),2021,1,906.7890526
McSweeney Reef (11-016),2021,1,741.1693293
McSweeney Reef (11-016),2021,1,668.9693295
McSweeney Reef (11-016),2021,1,707.8386797
McSweeney Reef (11-016),2021,1,549.3970068
McSweeney Reef (11-016),2021,1,551.0420966
McSweeney Reef (11-016),2021,1,418.1350194
McSweeney Reef (11-016),2021,1,387.9289513
McSweeney Reef (11-016),2021,1,189.9350248
McSweeney Reef (11-016),2021,1,7.785867872
McSweeney Reef (11-016),2021,1,158.6557166
McSweeney Reef (11-016),2021,1,420.002637
McSweeney Reef (11-016),2021,1,331.3578104
McSweeney Reef (11-016),2021,1,268.8382024
McSweeney Reef (11-016),2021,1,422.6086031
McSweeney Reef (11-016),2021,1,403.6596031
McSweeney Reef (11-016),2021,1,23.38138818
McSweeney Reef (11-016),2021,1,313.5243627
McSweeney Reef (11-016),2021,1,309.9245374
McSweeney Reef (11-016),2021,1,335.5038628
U/N Reef (11-049),2021,0,0
U/N Reef (11-049),2021,0,0
U/N Reef (11-049),2021,0,0
U/N Reef (11-049),2021,1,7.909400456
U/N Reef (11-049),2021,0,0
U/N Reef (11-049),2021,0,0
U/N Reef (11-049),2021,1,7.873054865
U/N Reef (11-049),2021,0,0
U/N Reef (11-049),2021,0,0
U/N Reef (11-049),2021,0,0
U/N Reef (11-049),2021,0,0
U/N Reef (11-049),2021,0,0
U/N Reef (11-049),2021,0,0
U/N Reef (11-049),2021,1,7.59421574
U/N Reef (11-049),2021,0,0
U/N Reef (11-049),2021,0,0
U/N Reef (11-049),2021,0,0
U/N Reef (11-049),2021,0,0
U/N Reef (11-049),2021,1,7.454036548
U/N Reef (11-049),2021,1,7.729936629
U/N Reef (11-049),2021,0,0
U/N Reef (11-049),2021,0,0
U/N Reef (11-049),2021,1,7.788616938
U/N Reef (11-049),2021,0,0
U/N Reef (11-049),2021,0,0
U/N Reef (11-049),2021,0,0
U/N Reef (11-049),2021,0,0
U/N Reef (11-049),2021,1,7.671800381
U/N Reef (11-049),2021,0,0
U/N Reef (11-049),2021,0,0
U/N Reef (11-049),2021,0,0
U/N Reef (11-049),2021,0,0
U/N Reef (11-049),2021,1,7.531982683
U/N Reef (11-049),2021,0,0
U/N Reef (11-049),2021,0,0
U/N Reef (11-049),2021,0,0
U/N Reef (11-162),2021,1,16.29159789
U/N Reef (11-162),2021,0,0
U/N Reef (11-162),2021,1,7.588337738
U/N Reef (11-162),2021,0,0
U/N Reef (11-162),2021,1,15.33260249
U/N Reef (11-162),2021,0,0
U/N Reef (11-162),2021,0,0
U/N Reef (11-162),2021,1,15.99465938
U/N Reef (11-162),2021,0,0
U/N Reef (11-162),2021,1,8.035818322
U/N Reef (11-162),2021,1,16.31418955
U/N Reef (11-162),2021,0,0
U/N Reef (11-162),2021,0,0
U/N Reef (11-162),2021,0,0
U/N Reef (11-162),2021,0,0
U/N Reef (11-162),2021,1,137.9554893
U/N Reef (11-162),2021,1,7.781747912
U/N Reef (11-162),2021,0,0
U/N Reef (11-162),2021,0,0
U/N Reef (11-162),2021,0,0
U/N Reef (11-162),2021,1,7.912237463
U/N Reef (11-162),2021,1,176.6576176
U/N Reef (11-162),2021,0,0
U/N Reef (11-162),2021,1,7.847845964
U/N Reef (11-162),2021,0,0
U/N Reef (11-162),2021,0,0
U/N Reef (11-162),2021,0,0
U/N Reef (11-162),2021,0,0
U/N Reef (11-162),2021,0,0
U/N Reef (11-162),2021,0,0
U/N Reef (11-162),2021,0,0
U/N Reef (11-162),2021,0,0
U/N Reef (11-162),2021,0,0
U/N Reef (11-162),2021,0,0
U/N Reef (11-162),2021,0,0
U/N Reef (11-162),2021,0,0
Mer Island,2022,0,0
Mer Island,2022,1,7.453406891
Mer Island,2022,1,14.84130931
Mer Island,2022,1,7.551643805
Mer Island,2022,0,0
Mer Island,2022,0,0
Mer Island,2022,1,7.611576194
Mer Island,2022,1,7.447116167
Mer Island,2022,1,23.43763067
Mer Island,2022,1,15.73733342
Mer Island,2022,1,3518.94152
Mer Island,2022,1,637.2611179
Mer Island,2022,1,1808.461776
Mer Island,2022,1,2979.213778
Mer Island,2022,1,1739.688928
Mer Island,2022,1,3952.690035
Mer Island,2022,1,892.1131099
Mer Island,2022,1,835.8847778
Mer Island,2022,1,859.3427407
Mer Island,2022,1,1422.983836
Mer Island,2022,1,1729.586043
Mer Island,2022,1,3034.899954
Mer Island,2022,1,198.5168801
Mer Island,2022,1,971.1259795
Mer Island,2022,1,126.9327744
Mer Island,2022,1,478.520131
Mer Island,2022,1,373.1191234
Mer Island,2022,1,432.4702097
Mer Island,2022,1,615.0616347
Mer Island,2022,1,232.3849999
Mer Island,2022,1,559.5277898
Mer Island,2022,1,370.933347
Mer Island,2022,1,332.1448539
Mer Island,2022,1,2955.774106
Mer Island,2022,1,262.1001419
Mer Island,2022,1,75.96788098
Mer Island,2022,1,365.4797358
Mer Island,2022,1,51.74965768
Mer Island,2022,1,196.5805767
Mer Island,2022,1,344.5822066
Mer Island,2022,1,99.29456019
Mer Island,2022,1,1764.583587
Mer Island,2022,1,369.9389784
Mer Island,2022,1,1246.84732
Mer Island,2022,1,532.2223087
Mer Island,2022,1,36.56301868
Erub Island,2022,1,269.5736647
Erub Island,2022,1,147.4893091
Erub Island,2022,1,298.936444
Erub Island,2022,1,119.8075977
Erub Island,2022,1,661.2954825
Erub Island,2022,1,152.0740391
Erub Island,2022,1,42.1586117
Erub Island,2022,1,401.3459166
Erub Island,2022,1,218.1662498
Erub Island,2022,1,255.6785091
Erub Island,2022,1,198.3427021
Erub Island,2022,1,219.3658246
Erub Island,2022,1,49.25928465
Erub Island,2022,1,31.37541409
Erub Island,2022,1,52.64894357
Erub Island,2022,1,54.20139876
Erub Island,2022,1,47.35189267
Erub Island,2022,1,75.87051004
Erub Island,2022,1,20.92742754
Erub Island,2022,1,65.9865553
Erub Island,2022,1,8.224958088
Erub Island,2022,1,39.15584784
Erub Island,2022,0,0
Erub Island,2022,1,30.5148725
Erub Island,2022,1,431.2262494
Erub Island,2022,1,1055.008064
Erub Island,2022,1,544.7592525
Erub Island,2022,1,883.0957156
Erub Island,2022,1,641.5154097
Erub Island,2022,1,921.6556158
Erub Island,2022,1,472.1740627
Erub Island,2022,1,445.2829539
Erub Island,2022,1,762.7703254
Erub Island,2022,1,959.577536
Erub Island,2022,1,553.6923996
Erub Island,2022,1,1213.702721
Erub Island,2022,1,47.04324436
Erub Island,2022,1,55.78800123
Erub Island,2022,1,47.07424149
Erub Island,2022,1,30.26695819
Erub Island,2022,1,31.5826792
Erub Island,2022,1,30.84425084
Erub Island,2022,1,31.69311586
Erub Island,2022,1,54.85457058
Erub Island,2022,1,41.39013257
Erub Island,2022,1,15.86403971
Erub Island,2022,1,44.5155057
Erub Island,2022,1,22.66644951
Ugar Island,2022,0,0
Ugar Island,2022,1,7.609606876
Ugar Island,2022,1,22.73127872
Ugar Island,2022,1,15.37401127
Ugar Island,2022,1,7.956472791
Ugar Island,2022,1,15.13210327
Ugar Island,2022,1,15.31179476
Ugar Island,2022,1,47.06848235
Ugar Island,2022,1,8.071470179
Ugar Island,2022,1,15.61272126
Ugar Island,2022,1,46.39302508
Ugar Island,2022,1,89.48610209
Ugar Island,2022,0,0
Ugar Island,2022,1,7.927877457
Ugar Island,2022,0,0
Ugar Island,2022,0,0
Ugar Island,2022,0,0
Ugar Island,2022,1,8.222658634
Ugar Island,2022,0,0
Ugar Island,2022,1,7.548413639
Ugar Island,2022,0,0
Ugar Island,2022,0,0
Ugar Island,2022,0,0
Ugar Island,2022,1,8.171637066
Ugar Island,2022,1,7.632975984
Ugar Island,2022,1,56.99170402
Ugar Island,2022,1,15.14023997
Ugar Island,2022,1,7.738750116
Ugar Island,2022,1,24.27847898
Ugar Island,2022,1,7.989613504
Ugar Island,2022,1,7.809296969
Ugar Island,2022,0,0
Ugar Island,2022,1,23.2764431
Ugar Island,2022,1,14.89140444
Ugar Island,2022,1,7.800666958
Ugar Island,2022,1,22.79949831
Rudder Reef (16-023),2022,0,0
Rudder Reef (16-023),2022,0,0
Rudder Reef (16-023),2022,0,0
Rudder Reef (16-023),2022,0,0
Rudder Reef (16-023),2022,0,0
Rudder Reef (16-023),2022,0,0
Rudder Reef (16-023),2022,0,0
Rudder Reef (16-023),2022,0,0
Rudder Reef (16-023),2022,0,0
Rudder Reef (16-023),2022,0,0
Rudder Reef (16-023),2022,1,8.11489597
Rudder Reef (16-023),2022,0,0
Rudder Reef (16-023),2022,0,0
Rudder Reef (16-023),2022,0,0
Rudder Reef (16-023),2022,0,0
Rudder Reef (16-023),2022,0,0
Rudder Reef (16-023),2022,0,0
Rudder Reef (16-023),2022,0,0
Rudder Reef (16-023),2022,0,0
Rudder Reef (16-023),2022,0,0
Rudder Reef (16-023),2022,0,0
Rudder Reef (16-023),2022,0,0
Rudder Reef (16-023),2022,0,0
Rudder Reef (16-023),2022,1,7.793088444
Rudder Reef (16-023),2022,0,0
Rudder Reef (16-023),2022,0,0
Rudder Reef (16-023),2022,0,0
Rudder Reef (16-023),2022,0,0
Rudder Reef (16-023),2022,0,0
Rudder Reef (16-023),2022,0,0
Rudder Reef (16-023),2022,0,0
Rudder Reef (16-023),2022,0,0
Rudder Reef (16-023),2022,0,0
Rudder Reef (16-023),2022,0,0
Rudder Reef (16-023),2022,0,0
Rudder Reef (16-023),2022,0,0
Undine Reef (West) (16-020a),2022,0,0
Undine Reef (West) (16-020a),2022,0,0
Undine Reef (West) (16-020a),2022,0,0
Undine Reef (West) (16-020a),2022,0,0
Undine Reef (West) (16-020a),2022,0,0
Undine Reef (West) (16-020a),2022,0,0
Undine Reef (West) (16-020a),2022,0,0
Undine Reef (West) (16-020a),2022,0,0
Undine Reef (West) (16-020a),2022,1,8.084782027
Undine Reef (West) (16-020a),2022,0,0
Undine Reef (West) (16-020a),2022,0,0
Undine Reef (West) (16-020a),2022,0,0
Undine Reef (West) (16-020a),2022,0,0
Undine Reef (West) (16-020a),2022,0,0
Undine Reef (West) (16-020a),2022,0,0
Undine Reef (West) (16-020a),2022,0,0
Undine Reef (West) (16-020a),2022,0,0
Undine Reef (West) (16-020a),2022,0,0
Undine Reef (West) (16-020a),2022,0,0
Undine Reef (West) (16-020a),2022,0,0
Undine Reef (West) (16-020a),2022,0,0
Undine Reef (West) (16-020a),2022,0,0
Undine Reef (West) (16-020a),2022,0,0
Undine Reef (West) (16-020a),2022,0,0
Undine Reef (West) (16-020a),2022,0,0
Undine Reef (West) (16-020a),2022,0,0
Undine Reef (West) (16-020a),2022,0,0
Undine Reef (West) (16-020a),2022,0,0
Undine Reef (West) (16-020a),2022,0,0
Undine Reef (West) (16-020a),2022,0,0
Undine Reef (West) (16-020a),2022,0,0
Undine Reef (West) (16-020a),2022,0,0
Undine Reef (West) (16-020a),2022,0,0
Undine Reef (West) (16-020a),2022,0,0
Undine Reef (West) (16-020a),2022,0,0
Undine Reef (West) (16-020a),2022,0,0
Cairns Reef (15-086),2022,1,7.526842318
Cairns Reef (15-086),2022,0,0
Cairns Reef (15-086),2022,0,0
Cairns Reef (15-086),2022,0,0
Cairns Reef (15-086),2022,0,0
Cairns Reef (15-086),2022,0,0
Cairns Reef (15-086),2022,0,0
Cairns Reef (15-086),2022,1,7.651841082
Cairns Reef (15-086),2022,0,0
Cairns Reef (15-086),2022,0,0
Cairns Reef (15-086),2022,1,23.06873817
Cairns Reef (15-086),2022,0,0
Cairns Reef (15-086),2022,0,0
Cairns Reef (15-086),2022,0,0
Cairns Reef (15-086),2022,0,0
Cairns Reef (15-086),2022,0,0
Cairns Reef (15-086),2022,0,0
Cairns Reef (15-086),2022,0,0
Cairns Reef (15-086),2022,1,7.773178071
Cairns Reef (15-086),2022,0,0
Cairns Reef (15-086),2022,0,0
Cairns Reef (15-086),2022,0,0
Cairns Reef (15-086),2022,0,0
Cairns Reef (15-086),2022,0,0
Cairns Reef (15-086),2022,0,0
Cairns Reef (15-086),2022,0,0
Cairns Reef (15-086),2022,0,0
Cairns Reef (15-086),2022,0,0
Cairns Reef (15-086),2022,0,0
Cairns Reef (15-086),2022,0,0
Cairns Reef (15-086),2022,0,0
Cairns Reef (15-086),2022,0,0
Cairns Reef (15-086),2022,0,0
Cairns Reef (15-086),2022,0,0
Cairns Reef (15-086),2022,0,0
Cairns Reef (15-086),2022,0,0
Osterlund Reef (15-078),2022,0,0
Osterlund Reef (15-078),2022,0,0
Osterlund Reef (15-078),2022,0,0
Osterlund Reef (15-078),2022,0,0
Osterlund Reef (15-078),2022,0,0
Osterlund Reef (15-078),2022,0,0
Osterlund Reef (15-078),2022,0,0
Osterlund Reef (15-078),2022,0,0
Osterlund Reef (15-078),2022,0,0
Osterlund Reef (15-078),2022,0,0
Osterlund Reef (15-078),2022,0,0
Osterlund Reef (15-078),2022,0,0
Osterlund Reef (15-078),2022,0,0
Osterlund Reef (15-078),2022,0,0
Osterlund Reef (15-078),2022,0,0
Osterlund Reef (15-078),2022,0,0
Osterlund Reef (15-078),2022,0,0
Osterlund Reef (15-078),2022,0,0
Osterlund Reef (15-078),2022,0,0
Osterlund Reef (15-078),2022,0,0
Osterlund Reef (15-078),2022,0,0
Osterlund Reef (15-078),2022,1,8.190981299
Osterlund Reef (15-078),2022,0,0
Osterlund Reef (15-078),2022,0,0
Osterlund Reef (15-078),2022,0,0
Osterlund Reef (15-078),2022,0,0
Osterlund Reef (15-078),2022,0,0
Osterlund Reef (15-078),2022,0,0
Osterlund Reef (15-078),2022,0,0
Osterlund Reef (15-078),2022,0,0
Osterlund Reef (15-078),2022,0,0
Osterlund Reef (15-078),2022,0,0
Osterlund Reef (15-078),2022,0,0
Osterlund Reef (15-078),2022,0,0
Osterlund Reef (15-078),2022,0,0
Osterlund Reef (15-078),2022,0,0
Yonge Reef (14-138),2022,0,0
Yonge Reef (14-138),2022,0,0
Yonge Reef (14-138),2022,0,0
Yonge Reef (14-138),2022,0,0
Yonge Reef (14-138),2022,0,0
Yonge Reef (14-138),2022,0,0
Yonge Reef (14-138),2022,0,0
Yonge Reef (14-138),2022,0,0
Yonge Reef (14-138),2022,1,7.682153396
Yonge Reef (14-138),2022,0,0
Yonge Reef (14-138),2022,0,0
Yonge Reef (14-138),2022,0,0
Yonge Reef (14-138),2022,0,0
Yonge Reef (14-138),2022,0,0
Yonge Reef (14-138),2022,0,0
Yonge Reef (14-138),2022,0,0
Yonge Reef (14-138),2022,0,0
Yonge Reef (14-138),2022,0,0
Yonge Reef (14-138),2022,0,0
Yonge Reef (14-138),2022,0,0
Yonge Reef (14-138),2022,0,0
Yonge Reef (14-138),2022,0,0
Yonge Reef (14-138),2022,0,0
Yonge Reef (14-138),2022,0,0
Yonge Reef (14-138),2022,0,0
Yonge Reef (14-138),2022,0,0
Yonge Reef (14-138),2022,0,0
Yonge Reef (14-138),2022,0,0
Yonge Reef (14-138),2022,0,0
Yonge Reef (14-138),2022,0,0
Yonge Reef (14-138),2022,0,0
Yonge Reef (14-138),2022,1,7.758142613
Yonge Reef (14-138),2022,0,0
Yonge Reef (14-138),2022,0,0
Yonge Reef (14-138),2022,0,0
Yonge Reef (14-138),2022,0,0
Ribbon No 9 Reef (14-154),2022,0,0
